drug_internal_id,drug_id,drug_name,warning_type,warning_class,warning_description,efo_id,efo_term,warning_year,warning_country
738635,CHEMBL1314751,PROCHLORPERAZINE MALEATE,Black Box Warning,,,,,,United States
739751,CHEMBL1315867,TERBUTALINE SULFATE,Black Box Warning,cardiotoxicity,,,,,United States
739751,CHEMBL1315867,TERBUTALINE SULFATE,Black Box Warning,metabolic toxicity,,,,,United States
739751,CHEMBL1315867,TERBUTALINE SULFATE,Black Box Warning,vascular toxicity,,,,,United States
746768,CHEMBL1322884,PHENOTHRIN,Withdrawn,carcinogenicity,Potential risk of carcinogenicity,EFO:0011046,carcinogenicity,1997.0,Oman
267825,CHEMBL1324,TOLCAPONE,Black Box Warning,hepatotoxicity,,,,,United States
267825,CHEMBL1324,TOLCAPONE,Withdrawn,hepatotoxicity,Hepatotoxicity,HP:0004787,Fulminant hepatitis,1998.0,European Union; Portugal; Ireland; Australia; Canada; United Kingdom
267825,CHEMBL1324,TOLCAPONE,Withdrawn,hepatotoxicity,Hepatotoxicity,EFO:0011052,hepatotoxicity,1998.0,European Union; Portugal; Ireland; Australia; Canada; United Kingdom
267825,CHEMBL1324,TOLCAPONE,Withdrawn,hepatotoxicity,hepatotoxic effects,EFO:0004228,drug-induced liver injury,1998.0,European Union; Portugal; Ireland; Australia; Canada; United Kingdom
267825,CHEMBL1324,TOLCAPONE,Withdrawn,hepatotoxicity,Hepatotoxicity,EFO:0004228,drug-induced liver injury,1998.0,European Union; Portugal; Ireland; Australia; Canada; United Kingdom
267825,CHEMBL1324,TOLCAPONE,Withdrawn,hepatotoxicity,hepatotoxic effects,EFO:0011052,hepatotoxicity,1998.0,European Union; Portugal; Ireland; Australia; Canada; United Kingdom
11715,CHEMBL13280,FLUNITRAZEPAM,Withdrawn,drug misuse,Abuse,MONDO:0002491,substance abuse,1996.0,France
754676,CHEMBL1330792,ACETARSONE,Withdrawn,,Harmful,EFO:0009658,adverse effect,1982.0,Mauritius
757917,CHEMBL1334033,PERHEXILINE MALEATE,Withdrawn,hepatotoxicity,Neurologic and Hepatic Toxicities,EFO:0004228,drug-induced liver injury,1985.0,United Kingdom; Spain
757917,CHEMBL1334033,PERHEXILINE MALEATE,Withdrawn,hepatotoxicity,Neurologic and Hepatic Toxicities,EFO:0011052,hepatotoxicity,1985.0,United Kingdom; Spain
757917,CHEMBL1334033,PERHEXILINE MALEATE,Withdrawn,neurotoxicity,Neurologic and Hepatic Toxicities,EFO:0011057,neurotoxicity,1985.0,United Kingdom; Spain
11685,CHEMBL13376,CLOMETACIN,Withdrawn,hepatotoxicity,Hepatotoxicity,EFO:0011052,hepatotoxicity,1987.0,France
11685,CHEMBL13376,CLOMETACIN,Withdrawn,hepatotoxicity,Hepatotoxicity,HP:0012115,Hepatitis,1987.0,France
11685,CHEMBL13376,CLOMETACIN,Withdrawn,hepatotoxicity,Hepatotoxicity,EFO:0004228,drug-induced liver injury,1987.0,France
11685,CHEMBL13376,CLOMETACIN,Withdrawn,hepatotoxicity,Hepatotoxicity,HP:0000952,Jaundice,1987.0,France
284208,CHEMBL1341,METHOXYFLURANE,Withdrawn,hepatotoxicity,"Serious, irreversible, and even fatal nephrotoxicity and hepatotoxicity",EFO:0011052,hepatotoxicity,2001.0,United States
284208,CHEMBL1341,METHOXYFLURANE,Withdrawn,hepatotoxicity,"Serious, irreversible, and even fatal nephrotoxicity and hepatotoxicity",EFO:0004228,drug-induced liver injury,2001.0,United States
284208,CHEMBL1341,METHOXYFLURANE,Withdrawn,nephrotoxicity,"Serious, irreversible, and even fatal nephrotoxicity and hepatotoxicity",HP:0000112,Nephropathy,2001.0,United States
27626,CHEMBL135,ESTRADIOL,Black Box Warning,neurotoxicity,,,,,United States
27626,CHEMBL135,ESTRADIOL,Black Box Warning,cardiotoxicity,,,,,United States
27626,CHEMBL135,ESTRADIOL,Black Box Warning,vascular toxicity,,,,,United States
27626,CHEMBL135,ESTRADIOL,Black Box Warning,carcinogenicity,,,,,United States
27626,CHEMBL135,ESTRADIOL,Black Box Warning,respiratory toxicity,,,,,United States
300022,CHEMBL1351,CARBOPLATIN,Black Box Warning,immune system toxicity,,,,,United States
300022,CHEMBL1351,CARBOPLATIN,Black Box Warning,hematological toxicity,,,,,United States
300022,CHEMBL1351,CARBOPLATIN,Black Box Warning,gastrointestinal toxicity,,,,,United States
300022,CHEMBL1351,CARBOPLATIN,Black Box Warning,cardiotoxicity,,,,,United States
300022,CHEMBL1351,CARBOPLATIN,Black Box Warning,nephrotoxicity,,,,,United States
304381,CHEMBL1353,SODIUM BICARBONATE,Black Box Warning,misuse,,,,,United States
224263,CHEMBL135400,ZOPICLONE,Withdrawn,carcinogenicity,animal studies have disclosed thyroid disorders and neoplasms,EFO:0011046,carcinogenicity,1987.0,Norway
224263,CHEMBL135400,ZOPICLONE,Withdrawn,,animal studies have disclosed thyroid disorders and neoplasms,EFO:1000627,thyroid disease,1987.0,Norway
788435,CHEMBL1364551,MINAPRINE HYDROCHLORIDE,Withdrawn,neurotoxicity,Convulsions,HP:0001250,Seizure,1996.0,France
226851,CHEMBL136478,SODIUM NITROPRUSSIDE,Black Box Warning,,,,,,United States
226851,CHEMBL136478,SODIUM NITROPRUSSIDE,Black Box Warning,misuse,,,,,United States
226851,CHEMBL136478,SODIUM NITROPRUSSIDE,Black Box Warning,vascular toxicity,,,,,United States
308917,CHEMBL1366,AURANOFIN,Black Box Warning,hematological toxicity,,,,,United States
308917,CHEMBL1366,AURANOFIN,Black Box Warning,gastrointestinal toxicity,,,,,United States
308917,CHEMBL1366,AURANOFIN,Black Box Warning,nephrotoxicity,,,,,United States
308917,CHEMBL1366,AURANOFIN,Black Box Warning,dermatological toxicity,,,,,United States
27912,CHEMBL137,METRONIDAZOLE,Black Box Warning,carcinogenicity,,,,,United States
27912,CHEMBL137,METRONIDAZOLE,Black Box Warning,infectious disease,,,,,United States
27912,CHEMBL137,METRONIDAZOLE,Black Box Warning,nephrotoxicity,,,,,United States
313314,CHEMBL1370,BUDESONIDE,Black Box Warning,infectious disease,,,,,United States
798263,CHEMBL1374379,BENZONATATE,Black Box Warning,immune system toxicity,,,,,United States
798263,CHEMBL1374379,BENZONATATE,Black Box Warning,respiratory toxicity,,,,,United States
798263,CHEMBL1374379,BENZONATATE,Black Box Warning,misuse,,,,,United States
798263,CHEMBL1374379,BENZONATATE,Black Box Warning,vascular toxicity,,,,,United States
799627,CHEMBL1375743,ZIPRASIDONE HYDROCHLORIDE,Black Box Warning,,,,,,United States
29890,CHEMBL139,DICLOFENAC,Black Box Warning,neurotoxicity,,,,,United States
29890,CHEMBL139,DICLOFENAC,Black Box Warning,gastrointestinal toxicity,,,,,United States
29890,CHEMBL139,DICLOFENAC,Black Box Warning,cardiotoxicity,,,,,United States
328201,CHEMBL1393,SPIRONOLACTONE,Black Box Warning,carcinogenicity,,,,,United States
822010,CHEMBL1398126,AMILORIDE HYDROCHLORIDE,Black Box Warning,metabolic toxicity,,,,,United States
822010,CHEMBL1398126,AMILORIDE HYDROCHLORIDE,Black Box Warning,,,,,,United States
233553,CHEMBL139877,SULFACARBAMIDE,Withdrawn,hepatotoxicity,"Dermatologic, Hematologic and Hepatic Reactions",EFO:0004228,drug-induced liver injury,1988.0,Germany
233553,CHEMBL139877,SULFACARBAMIDE,Withdrawn,hematological toxicity,"Dermatologic, Hematologic and Hepatic Reactions",EFO:0005803,hematologic disease,1988.0,Germany
233553,CHEMBL139877,SULFACARBAMIDE,Withdrawn,hepatotoxicity,"Dermatologic, Hematologic and Hepatic Reactions",EFO:0011052,hepatotoxicity,1988.0,Germany
233553,CHEMBL139877,SULFACARBAMIDE,Withdrawn,dermatological toxicity,"Dermatologic, Hematologic and Hepatic Reactions",EFO:0000701,skin disease,1988.0,Germany
826568,CHEMBL1402684,OXYPHENISATIN ACETATE,Withdrawn,hepatotoxicity,associated with hepatitis and jaundice,EFO:0004228,drug-induced liver injury,1970.0,Germany; Italy; New Zealand; Belgium; Kuwait; Australia; Austria; Mauritius; Denmark; United Kingdom; Cuba; Spain; Netherlands; Cyprus; Norway; France; Japan; United States; Canada
826568,CHEMBL1402684,OXYPHENISATIN ACETATE,Withdrawn,hepatotoxicity,cases of acute and chronic liver disease,EFO:0004228,drug-induced liver injury,1970.0,Germany; Italy; New Zealand; Belgium; Kuwait; Australia; Austria; Mauritius; Denmark; United Kingdom; Cuba; Spain; Netherlands; Cyprus; Norway; France; Japan; United States; Canada
826568,CHEMBL1402684,OXYPHENISATIN ACETATE,Withdrawn,hepatotoxicity,associated with hepatitis and jaundice,HP:0012115,Hepatitis,1970.0,Germany; Italy; New Zealand; Belgium; Kuwait; Australia; Austria; Mauritius; Denmark; United Kingdom; Cuba; Spain; Netherlands; Cyprus; Norway; France; Japan; United States; Canada
826568,CHEMBL1402684,OXYPHENISATIN ACETATE,Withdrawn,hepatotoxicity,associated with hepatitis and jaundice,HP:0000952,Jaundice,1970.0,Germany; Italy; New Zealand; Belgium; Kuwait; Australia; Austria; Mauritius; Denmark; United Kingdom; Cuba; Spain; Netherlands; Cyprus; Norway; France; Japan; United States; Canada
826568,CHEMBL1402684,OXYPHENISATIN ACETATE,Withdrawn,hepatotoxicity,Hepatic toxicity,EFO:0004228,drug-induced liver injury,1970.0,Germany; Italy; New Zealand; Belgium; Kuwait; Australia; Austria; Mauritius; Denmark; United Kingdom; Cuba; Spain; Netherlands; Cyprus; Norway; France; Japan; United States; Canada
826568,CHEMBL1402684,OXYPHENISATIN ACETATE,Withdrawn,hepatotoxicity,Hepatic toxicity,EFO:0011052,hepatotoxicity,1970.0,Germany; Italy; New Zealand; Belgium; Kuwait; Australia; Austria; Mauritius; Denmark; United Kingdom; Cuba; Spain; Netherlands; Cyprus; Norway; France; Japan; United States; Canada
826568,CHEMBL1402684,OXYPHENISATIN ACETATE,Withdrawn,hepatotoxicity,associated with hepatitis and jaundice,EFO:0011052,hepatotoxicity,1970.0,Germany; Italy; New Zealand; Belgium; Kuwait; Australia; Austria; Mauritius; Denmark; United Kingdom; Cuba; Spain; Netherlands; Cyprus; Norway; France; Japan; United States; Canada
826568,CHEMBL1402684,OXYPHENISATIN ACETATE,Withdrawn,hepatotoxicity,cases of acute and chronic liver disease,EFO:0011052,hepatotoxicity,1970.0,Germany; Italy; New Zealand; Belgium; Kuwait; Australia; Austria; Mauritius; Denmark; United Kingdom; Cuba; Spain; Netherlands; Cyprus; Norway; France; Japan; United States; Canada
13456,CHEMBL14060,PHENOL,Withdrawn,,benefits do not outweigh the risks,,,1983.0,Dominican Republic
345595,CHEMBL1409,FLUVOXAMINE MALEATE,Black Box Warning,psychiatric toxicity,,,,,United States
33986,CHEMBL141,LAMIVUDINE,Black Box Warning,hepatotoxicity,,,,,United States
33986,CHEMBL141,LAMIVUDINE,Black Box Warning,metabolic toxicity,,,,,United States
33986,CHEMBL141,LAMIVUDINE,Black Box Warning,,,,,,United States
835863,CHEMBL1411979,METHAPYRILENE,Withdrawn,carcinogenicity,suspected carcinogenicity,EFO:0011046,carcinogenicity,1979.0,Germany; United States; United Kingdom; Italy; India; Philippines; Egypt; Dominican Republic; Chile; Canada; Australia
835863,CHEMBL1411979,METHAPYRILENE,Withdrawn,,health risks associated with use,EFO:0009658,adverse effect,1979.0,Germany; United States; United Kingdom; Italy; India; Philippines; Egypt; Dominican Republic; Chile; Canada; Australia
352917,CHEMBL1412,PIPERAZINE,Withdrawn,neurotoxicity,"severe neurotoxicity and hypersensitivity reactions. Moreover, the mononitrasation of piperazine in the stomach can produce the potential carcinogen N-mononitrosopiperazine",EFO:0011057,neurotoxicity,1983.0,Sweden; Armenia; Netherlands; Malaysia
352917,CHEMBL1412,PIPERAZINE,Withdrawn,neurotoxicity,"Questionable safety with detection of neurotoxicity, hypersensitivity and nitrosamine-generating ability",EFO:0011057,neurotoxicity,1983.0,Sweden; Armenia; Netherlands; Malaysia
352917,CHEMBL1412,PIPERAZINE,Withdrawn,carcinogenicity,carcinogenic and mutagenic potential,EFO:0011046,carcinogenicity,1983.0,Sweden; Armenia; Netherlands; Malaysia
352917,CHEMBL1412,PIPERAZINE,Withdrawn,carcinogenicity,"Questionable safety with detection of neurotoxicity, hypersensitivity and nitrosamine-generating ability",EFO:0011046,carcinogenicity,1983.0,Sweden; Armenia; Netherlands; Malaysia
352917,CHEMBL1412,PIPERAZINE,Withdrawn,immune system toxicity,"Questionable safety with detection of neurotoxicity, hypersensitivity and nitrosamine-generating ability",EFO:1002003,hypersensitivity reaction disease,1983.0,Sweden; Armenia; Netherlands; Malaysia
352917,CHEMBL1412,PIPERAZINE,Withdrawn,immune system toxicity,"severe neurotoxicity and hypersensitivity reactions. Moreover, the mononitrasation of piperazine in the stomach can produce the potential carcinogen N-mononitrosopiperazine",EFO:1002003,hypersensitivity reaction disease,1983.0,Sweden; Armenia; Netherlands; Malaysia
231925,CHEMBL141305,CYCLOFENIL,Withdrawn,hepatotoxicity,Hepatotoxicity,EFO:0004228,drug-induced liver injury,1987.0,France
231925,CHEMBL141305,CYCLOFENIL,Withdrawn,hepatotoxicity,Hepatotoxicity,EFO:0011052,hepatotoxicity,1987.0,France
838204,CHEMBL1414320,SUXIBUZONE,Withdrawn,,unfavourable risk-benefit ratio and the lack of substantial evidence of efficacy,EFO:0020002,lack of efficacy,,Italy
838204,CHEMBL1414320,SUXIBUZONE,Withdrawn,,unfavourable risk-benefit ratio and the lack of substantial evidence of efficacy,EFO:0009658,adverse effect,,Italy
840903,CHEMBL1417019,MITOXANTRONE HYDROCHLORIDE,Black Box Warning,hematological toxicity,,,,,United States
840903,CHEMBL1417019,MITOXANTRONE HYDROCHLORIDE,Black Box Warning,cardiotoxicity,,,,,United States
840903,CHEMBL1417019,MITOXANTRONE HYDROCHLORIDE,Black Box Warning,misuse,,,,,United States
842060,CHEMBL1418176,METHANDROSTENOLONE,Withdrawn,drug misuse,Off-label abuse,MONDO:0002491,substance abuse,1982.0,France; United States; United Kingdom; Germany
358192,CHEMBL1419,SIBUTRAMINE,Withdrawn,neurotoxicity,Increased risk of heart attack and stroke,EFO:0000712,stroke,2010.0,India; European Union; Hong Kong; United States; New Zealand; Canada; Indonesia; Egypt; Guatemala; Australia
358192,CHEMBL1419,SIBUTRAMINE,Withdrawn,cardiotoxicity,Higher rate of cardiovascular events in obese and overweight patients using sibutramine than in patients managing their weight through exercise and diet alone,EFO:1001482,cardiotoxicity,2010.0,India; European Union; Hong Kong; United States; New Zealand; Canada; Indonesia; Egypt; Guatemala; Australia
358192,CHEMBL1419,SIBUTRAMINE,Withdrawn,cardiotoxicity,Increased risk of heart attack and stroke,EFO:0000612,myocardial infarction,2010.0,India; European Union; Hong Kong; United States; New Zealand; Canada; Indonesia; Egypt; Guatemala; Australia
358192,CHEMBL1419,SIBUTRAMINE,Withdrawn,cardiotoxicity,Increase of risk of cardivascular events in patients with history of cardiovascular disease; Based on data from the SCOUT trial (which showed a higher rate of cardiovascular events in obese and overweight patients using sibutramine than in patients managing their weight through exercise and diet alone).; Elevated risk of cardiotoxicity,EFO:1001482,cardiotoxicity,2010.0,India; European Union; Hong Kong; United States; New Zealand; Canada; Indonesia; Egypt; Guatemala; Australia
358192,CHEMBL1419,SIBUTRAMINE,Withdrawn,cardiotoxicity,Increased risk of heart attack and stroke,EFO:0000712,stroke,2010.0,India; European Union; Hong Kong; United States; New Zealand; Canada; Indonesia; Egypt; Guatemala; Australia
365248,CHEMBL1428,NIMODIPINE,Black Box Warning,misuse,,,,,United States
369179,CHEMBL1430,PENICILLAMINE,Black Box Warning,,,,,,United States
858397,CHEMBL1434513,NOREPINEPHRINE BITARTRATE,Black Box Warning,,,,,,United States
13949,CHEMBL14376,ILOPERIDONE,Black Box Warning,psychiatric toxicity,,,,,United States
864943,CHEMBL1441059,ALBUTEROL SULFATE,Black Box Warning,,,,,,United States
378207,CHEMBL1447,LINCOMYCIN,Black Box Warning,gastrointestinal toxicity,,,,,United States
378207,CHEMBL1447,LINCOMYCIN,Black Box Warning,infectious disease,,,,,United States
871360,CHEMBL1447476,BITHIONOLATE SODIUM,Withdrawn,dermatological toxicity,Dermatologic Toxicity,EFO:1000753,phototoxic dermatitis,1967.0,United States; Japan
871360,CHEMBL1447476,BITHIONOLATE SODIUM,Withdrawn,dermatological toxicity,potent photosensitizer with the potential to cause serious skin disorders,EFO:1000753,phototoxic dermatitis,1967.0,United States; Japan
871360,CHEMBL1447476,BITHIONOLATE SODIUM,Withdrawn,dermatological toxicity,potent photosensitizer with the potential to cause serious skin disorders,EFO:0020984,skin sensitization,1967.0,United States; Japan
871360,CHEMBL1447476,BITHIONOLATE SODIUM,Withdrawn,dermatological toxicity,potent photosensitizer with the potential to cause serious skin disorders,EFO:0000701,skin disease,1967.0,United States; Japan
871360,CHEMBL1447476,BITHIONOLATE SODIUM,Withdrawn,dermatological toxicity,Dermatologic Toxicity,EFO:0000701,skin disease,1967.0,United States; Japan
872071,CHEMBL1448187,FLUPHENAZINE HYDROCHLORIDE,Black Box Warning,,,,,,United States
876580,CHEMBL1452696,FEPRAZONE,Withdrawn,dermatological toxicity,Cutaneous Reaction; Multi-Organ Toxicities,EFO:0020927,skin reaction,1984.0,Germany; Greece; United Kingdom; Egypt
876580,CHEMBL1452696,FEPRAZONE,Withdrawn,,Cutaneous Reaction; Multi-Organ Toxicities,EFO:1001373,Multiple Organ Failure,1984.0,Germany; Greece; United Kingdom; Egypt
876580,CHEMBL1452696,FEPRAZONE,Withdrawn,carcinogenicity,"reported adverse reactions, particularly involving the skin, and demonstration of a carcinogenic potential in rats",EFO:0011046,carcinogenicity,1984.0,Germany; Greece; United Kingdom; Egypt
876580,CHEMBL1452696,FEPRAZONE,Withdrawn,dermatological toxicity,"reported adverse reactions, particularly involving the skin, and demonstration of a carcinogenic potential in rats",EFO:0020927,skin reaction,1984.0,Germany; Greece; United Kingdom; Egypt
384948,CHEMBL1454,LEVAMISOLE,Withdrawn,neurotoxicity,Adverse effects that cause encephalitis and mortality,EFO:0001423,encephalomyelitis,2000.0,Vietnam; China
384948,CHEMBL1454,LEVAMISOLE,Withdrawn,neurotoxicity,leukoencephalopathy,NCIT:C27059,Leukoencephalopathy,2000.0,Vietnam; China
384948,CHEMBL1454,LEVAMISOLE,Withdrawn,,Adverse effects that cause encephalitis and mortality,PATO:0001422,dead,2000.0,Vietnam; China
384948,CHEMBL1454,LEVAMISOLE,Withdrawn,immune system toxicity,Adverse effects that cause encephalitis and mortality,EFO:0001423,encephalomyelitis,2000.0,Vietnam; China
878794,CHEMBL1454910,NITROXOLINE,Withdrawn,occular toxicity,cataracts have developed in rats in prolonged dosage studies,MONDO:0005129,cataract,1973.0,Ireland
386327,CHEMBL1455,ALTRETAMINE,Black Box Warning,,,,,,United States
386457,CHEMBL1456,MYCOPHENOLATE MOFETIL,Black Box Warning,carcinogenicity,,,,,United States
386457,CHEMBL1456,MYCOPHENOLATE MOFETIL,Black Box Warning,immune system toxicity,,,,,United States
386457,CHEMBL1456,MYCOPHENOLATE MOFETIL,Black Box Warning,teratogenicity,,,,,United States
386457,CHEMBL1456,MYCOPHENOLATE MOFETIL,Black Box Warning,infectious disease,,,,,United States
386457,CHEMBL1456,MYCOPHENOLATE MOFETIL,Black Box Warning,gastrointestinal toxicity,,,,,United States
386457,CHEMBL1456,MYCOPHENOLATE MOFETIL,Black Box Warning,cardiotoxicity,,,,,United States
390877,CHEMBL1460,DIDANOSINE,Black Box Warning,immune system toxicity,,,,,United States
390877,CHEMBL1460,DIDANOSINE,Black Box Warning,metabolic toxicity,,,,,United States
390877,CHEMBL1460,DIDANOSINE,Black Box Warning,hepatotoxicity,,,,,United States
390877,CHEMBL1460,DIDANOSINE,Black Box Warning,gastrointestinal toxicity,,,,,United States
244737,CHEMBL146095,GLAFENINE,Withdrawn,immune system toxicity,"associated with severe allergic responses, including anaphylactoid reactions",EFO:0009482,drug allergy,1984.0,Worldwide
244737,CHEMBL146095,GLAFENINE,Withdrawn,immune system toxicity,"associated with severe allergic responses, including anaphylactoid reactions",MONDO:0100053,anaphylaxis,1984.0,Worldwide
244737,CHEMBL146095,GLAFENINE,Withdrawn,immune system toxicity,"associated with severe allergic responses, including anaphylactoid reactions",EFO:0020918,non-allergic anaphylaxis,1984.0,Worldwide
244737,CHEMBL146095,GLAFENINE,Withdrawn,immune system toxicity,"associated with severe allergic responses, including anaphylactoid reactions; reports of anaphylactic shock",EFO:1002003,hypersensitivity reaction disease,1984.0,Worldwide
393942,CHEMBL1463,FLUCYTOSINE,Black Box Warning,,,,,,United States
887229,CHEMBL1463345,CANRENONE,Withdrawn,carcinogenicity,Animal carcinogenicity,EFO:0011046,carcinogenicity,1986.0,Germany
395607,CHEMBL1467,ALLOPURINOL,Black Box Warning,,,,,,United States
898773,CHEMBL1474889,CLOBUTINOL,Withdrawn,cardiotoxicity,QT prolongation,HP:0001657,Prolonged QT interval,2007.0,Worldwide
898773,CHEMBL1474889,CLOBUTINOL,Withdrawn,cardiotoxicity,"adverse cardiac effects, QT-prolongation",HP:0001657,Prolonged QT interval,2007.0,Worldwide
898847,CHEMBL1474963,BENZARONE,Withdrawn,hepatotoxicity,Hepatitis,HP:0012115,Hepatitis,1992.0,Germany
898847,CHEMBL1474963,BENZARONE,Withdrawn,hepatotoxicity,Hepatitis,EFO:0004228,drug-induced liver injury,1992.0,Germany
898847,CHEMBL1474963,BENZARONE,Withdrawn,hepatotoxicity,Hepatitis,EFO:0011052,hepatotoxicity,1992.0,Germany
403465,CHEMBL1477,CERIVASTATIN,Withdrawn,musculoskeletal toxicity,"Increased reporting rate of rhabdomyolysis with Baycol relative to other statins, especially when gemfibrozil is co-prescribed",EFO:0003867,rhabdomyolysis,2001.0,Worldwide
403465,CHEMBL1477,CERIVASTATIN,Withdrawn,,"Increased reporting rate of rhabdomyolysis with Baycol relative to other statins, especially when gemfibrozil is co-prescribed",EFO:0009878,drug interaction,2001.0,Worldwide
403465,CHEMBL1477,CERIVASTATIN,Withdrawn,,"Severe muscle damage. Combination of cerivastatin and another cholesterol lowering drug, gemfibrozil, has caused severe damage to muscle in some patients. The damage can be in the form of rhabdomyolysis where there is breakdown of muscle cells and release of myoglobin which in turn can lead to kidney damage",EFO:0009878,drug interaction,2001.0,Worldwide
403465,CHEMBL1477,CERIVASTATIN,Withdrawn,nephrotoxicity,"Severe muscle damage. Combination of cerivastatin and another cholesterol lowering drug, gemfibrozil, has caused severe damage to muscle in some patients. The damage can be in the form of rhabdomyolysis where there is breakdown of muscle cells and release of myoglobin which in turn can lead to kidney damage",EFO:1002048,kidney failure,2001.0,Worldwide
403465,CHEMBL1477,CERIVASTATIN,Withdrawn,musculoskeletal toxicity,"Severe muscle damage. Combination of cerivastatin and another cholesterol lowering drug, gemfibrozil, has caused severe damage to muscle in some patients. The damage can be in the form of rhabdomyolysis where there is breakdown of muscle cells and release of myoglobin which in turn can lead to kidney damage",EFO:0003867,rhabdomyolysis,2001.0,Worldwide
405364,CHEMBL1479,DANAZOL,Black Box Warning,neurotoxicity,,,,,United States
405364,CHEMBL1479,DANAZOL,Black Box Warning,hepatotoxicity,,,,,United States
405364,CHEMBL1479,DANAZOL,Black Box Warning,teratogenicity,,,,,United States
405364,CHEMBL1479,DANAZOL,Black Box Warning,vascular toxicity,,,,,United States
405364,CHEMBL1479,DANAZOL,Black Box Warning,carcinogenicity,,,,,United States
417163,CHEMBL1486,TENOFOVIR DISOPROXIL FUMARATE,Black Box Warning,hepatotoxicity,,,,,United States
417163,CHEMBL1486,TENOFOVIR DISOPROXIL FUMARATE,Black Box Warning,immune system toxicity,,,,,United States
419410,CHEMBL1497,BETAMETHASONE VALERATE,Black Box Warning,,,,,,United States
250525,CHEMBL149972,PHENOBARBITAL SODIUM,Black Box Warning,,,,,,United States
924160,CHEMBL1500276,OXELADIN,Withdrawn,carcinogenicity,carcinogenicity,EFO:0011046,carcinogenicity,1994.0,France; Germany
419542,CHEMBL1501,FLUOCINONIDE,Black Box Warning,,,,,,United States
421038,CHEMBL1511,ESTRADIOL VALERATE,Black Box Warning,vascular toxicity,,,,,United States
421038,CHEMBL1511,ESTRADIOL VALERATE,Black Box Warning,cardiotoxicity,,,,,United States
421038,CHEMBL1511,ESTRADIOL VALERATE,Black Box Warning,neurotoxicity,,,,,United States
421038,CHEMBL1511,ESTRADIOL VALERATE,Black Box Warning,respiratory toxicity,,,,,United States
421038,CHEMBL1511,ESTRADIOL VALERATE,Black Box Warning,carcinogenicity,,,,,United States
421066,CHEMBL1513,IRBESARTAN,Black Box Warning,teratogenicity,,,,,United States
421066,CHEMBL1513,IRBESARTAN,Black Box Warning,cardiotoxicity,,,,,United States
421070,CHEMBL1514,LEVOMETHADYL ACETATE,Withdrawn,cardiotoxicity,adverse cardiac events,EFO:1001482,cardiotoxicity,2001.0,European Union
939495,CHEMBL1515611,BROMISOVALUM,Withdrawn,drug misuse,Dependence potential and the risk of subsequent chronic intoxication,MONDO:0002491,substance abuse,1987.0,Netherlands
939495,CHEMBL1515611,BROMISOVALUM,Withdrawn,drug misuse,Dependence potential and the risk of subsequent chronic intoxication,MONDO:0004938,substance dependence,1987.0,Netherlands
940358,CHEMBL1516474,TEGASEROD MALEATE,Withdrawn,neurotoxicity,"Cardiovascular ischemic events occurring in Zelnorm-treated patients included myocardial infarction, stroke, and unstable angina pectoris",EFO:0000712,stroke,2007.0,United States; Australia; Canada
940358,CHEMBL1516474,TEGASEROD MALEATE,Withdrawn,cardiotoxicity,"Risk for heart attack, stroke, and unstable angina",EFO:0020925,angina unstable,2007.0,United States; Australia; Canada
940358,CHEMBL1516474,TEGASEROD MALEATE,Withdrawn,cardiotoxicity,"Risk for heart attack, stroke, and unstable angina",EFO:0000712,stroke,2007.0,United States; Australia; Canada
940358,CHEMBL1516474,TEGASEROD MALEATE,Withdrawn,cardiotoxicity,"Cardiovascular ischemic events occurring in Zelnorm-treated patients included myocardial infarction, stroke, and unstable angina pectoris",EFO:0000712,stroke,2007.0,United States; Australia; Canada
940358,CHEMBL1516474,TEGASEROD MALEATE,Withdrawn,neurotoxicity,"Risk for heart attack, stroke, and unstable angina",EFO:0000712,stroke,2007.0,United States; Australia; Canada
940358,CHEMBL1516474,TEGASEROD MALEATE,Withdrawn,cardiotoxicity,"Cardiovascular ischemic events occurring in Zelnorm-treated patients included myocardial infarction, stroke, and unstable angina pectoris",EFO:0000612,myocardial infarction,2007.0,United States; Australia; Canada
940358,CHEMBL1516474,TEGASEROD MALEATE,Withdrawn,cardiotoxicity,"Risk for heart attack, stroke, and unstable angina",EFO:0000612,myocardial infarction,2007.0,United States; Australia; Canada
940358,CHEMBL1516474,TEGASEROD MALEATE,Withdrawn,cardiotoxicity,"Cardiovascular ischemic events occurring in Zelnorm-treated patients included myocardial infarction, stroke, and unstable angina pectoris",EFO:0020925,angina unstable,2007.0,United States; Australia; Canada
421208,CHEMBL1518,PROPYLTHIOURACIL,Black Box Warning,hepatotoxicity,,,,,United States
421317,CHEMBL1519,TRANDOLAPRIL,Black Box Warning,teratogenicity,,,,,United States
421332,CHEMBL1521,ZALEPLON,Black Box Warning,misuse,,,,,United States
421332,CHEMBL1521,ZALEPLON,Black Box Warning,,,,,,United States
421334,CHEMBL1522,ESZOPICLONE,Black Box Warning,misuse,,,,,United States
421334,CHEMBL1522,ESZOPICLONE,Black Box Warning,,,,,,United States
948157,CHEMBL1524273,PHTHALYLSULFATHIAZOLE,Withdrawn,drug misuse,"found to be of little or no therapeutic value, its side effects can be harmful, and it is subject to misuse",MONDO:0002491,substance abuse,1982.0,Bangladesh
421902,CHEMBL1525,PERMETHRIN,Withdrawn,carcinogenicity,Potential risk of carcinogenicity,EFO:0011046,carcinogenicity,1997.0,Oman
