drug_internal_id,drug_id,drug_name,mechanism_id,mechanism_of_action,action_type,target_internal_id,target_id,target_name,direct_interaction,molecular_mechanism,disease_efficacy,mechanism_comment,selectivity_comment
674963,CHEMBL1201012,FLURANDRENOLIDE,819,Glucocorticoid receptor agonist,AGONIST,25.0,CHEMBL2034,Glucocorticoid receptor,1,1,1,,
674964,CHEMBL1201013,OLSALAZINE SODIUM,271,Arachidonate 5-lipoxygenase inhibitor,INHIBITOR,55.0,CHEMBL215,Polyunsaturated fatty acid 5-lipoxygenase,1,1,1,,
674964,CHEMBL1201013,OLSALAZINE SODIUM,427,Peroxisome proliferator-activated receptor gamma agonist,AGONIST,133.0,CHEMBL235,Peroxisome proliferator-activated receptor gamma,1,1,1,,
674964,CHEMBL1201013,OLSALAZINE SODIUM,1197,Cyclooxygenase inhibitor,INHIBITOR,104725.0,CHEMBL2094253,Cyclooxygenase,1,1,1,,
674965,CHEMBL1201014,PREDNISOLONE SODIUM PHOSPHATE,800,Glucocorticoid receptor agonist,AGONIST,25.0,CHEMBL2034,Glucocorticoid receptor,1,1,1,,
674966,CHEMBL1201015,ALUMINUM ACETATE,2146,Astringent,,,,,1,1,1,,
674967,CHEMBL1201016,CEFPODOXIME PROXETIL,1723,Bacterial penicillin-binding protein inhibitor,INHIBITOR,105683.0,CHEMBL2354204,Bacterial penicillin-binding protein,1,1,1,,
674969,CHEMBL1201018,CEFACLOR,1680,Bacterial penicillin-binding protein inhibitor,INHIBITOR,105683.0,CHEMBL2354204,Bacterial penicillin-binding protein,1,1,1,,
674970,CHEMBL1201019,CEFTIZOXIME SODIUM,1697,Bacterial penicillin-binding protein inhibitor,INHIBITOR,105683.0,CHEMBL2354204,Bacterial penicillin-binding protein,1,1,1,,
674971,CHEMBL1201020,DISOPYRAMIDE PHOSPHATE,1962,Sodium channel alpha subunit blocker,BLOCKER,105639.0,CHEMBL2331043,Sodium channel alpha subunit,1,1,1,,
674973,CHEMBL1201022,PHENAZOPYRIDINE HYDROCHLORIDE,1958,Sodium channel alpha subunit blocker,BLOCKER,105639.0,CHEMBL2331043,Sodium channel alpha subunit,1,1,1,,
674974,CHEMBL1201023,ORPHENADRINE HYDROCHLORIDE,176,Histamine H1 receptor antagonist,ANTAGONIST,127.0,CHEMBL231,Histamine H1 receptor,1,1,1,,
674974,CHEMBL1201023,ORPHENADRINE HYDROCHLORIDE,913,Norepinephrine transporter inhibitor,INHIBITOR,100.0,CHEMBL222,Sodium-dependent noradrenaline transporter,1,1,1,,
674974,CHEMBL1201023,ORPHENADRINE HYDROCHLORIDE,1130,Glutamate [NMDA] receptor antagonist,ANTAGONIST,104706.0,CHEMBL2094124,Glutamate [NMDA] receptor,1,1,1,,
674974,CHEMBL1201023,ORPHENADRINE HYDROCHLORIDE,1979,Sodium channel alpha subunit blocker,BLOCKER,105639.0,CHEMBL2331043,Sodium channel alpha subunit,1,1,1,,
674978,CHEMBL1201027,GLYCOPYRRONIUM BROMIDE,51,Muscarinic acetylcholine receptor M3 antagonist,ANTAGONIST,219.0,CHEMBL245,Muscarinic acetylcholine receptor M3,1,1,1,"Role in regulating gastric secretion, M3 likely involved",
674978,CHEMBL1201027,GLYCOPYRRONIUM BROMIDE,297,Muscarinic acetylcholine receptor M1 antagonist,ANTAGONIST,61.0,CHEMBL216,Muscarinic acetylcholine receptor M1,1,1,1,"Role in regulating gastric secretion, M1 likely involved",
674983,CHEMBL1201032,RIZATRIPTAN BENZOATE,370,Serotonin 1b (5-HT1b) receptor agonist,AGONIST,106.0,CHEMBL1898,5-hydroxytryptamine receptor 1B,1,1,1,,Selective
674983,CHEMBL1201032,RIZATRIPTAN BENZOATE,573,Serotonin 1d (5-HT1d) receptor agonist,AGONIST,105.0,CHEMBL1983,5-hydroxytryptamine receptor 1D,1,1,1,,Selective
674986,CHEMBL1201035,BIPERIDEN HYDROCHLORIDE,282,Muscarinic acetylcholine receptor M1 antagonist,ANTAGONIST,61.0,CHEMBL216,Muscarinic acetylcholine receptor M1,1,1,1,"Indicated for Parkinson's disease, M1 likely responsible",
674988,CHEMBL1201037,EFLORNITHINE HYDROCHLORIDE,1315,Ornithine decarboxylase inhibitor,INHIBITOR,272.0,CHEMBL1869,Ornithine decarboxylase,1,1,1,,
674990,CHEMBL1201039,BENZTHIAZIDE,345,Thiazide-sensitive sodium-chloride cotransporter inhibitor,INHIBITOR,151.0,CHEMBL1876,Solute carrier family 12 member 3,1,1,1,,
674992,CHEMBL1201041,AZLOCILLIN SODIUM,1424,Penicillin-binding protein inhibitor,INHIBITOR,105732.0,CHEMBL2363020,Penicillin-binding protein,1,1,1,,
674993,CHEMBL1201042,ETIDRONATE DISODIUM,1938,ATP inhibitor,INHIBITOR,106221.0,CHEMBL2366048,ATP,1,1,1,"1st generation of biphosphonates, moa: its incorporated in ATP anologues, which accumulate in osteoclasts leading to its early apoptosis (specific to osteoclast, because it binds to hydropatite, and is then slowly released when the bone is reabsorded)",
674994,CHEMBL1201043,CEPHAPIRIN SODIUM,1677,Bacterial penicillin-binding protein inhibitor,INHIBITOR,105683.0,CHEMBL2354204,Bacterial penicillin-binding protein,1,1,1,,
674995,CHEMBL1201044,DAPIPRAZOLE HYDROCHLORIDE,239,Alpha-1a adrenergic receptor antagonist,ANTAGONIST,125.0,CHEMBL229,Alpha-1A adrenergic receptor,1,1,1,,
674997,CHEMBL1201046,CEFORANIDE,1693,Bacterial penicillin-binding protein inhibitor,INHIBITOR,105683.0,CHEMBL2354204,Bacterial penicillin-binding protein,1,1,1,,
674998,CHEMBL1201047,ANILERIDINE HYDROCHLORIDE,728,Mu opioid receptor agonist,AGONIST,129.0,CHEMBL233,Mu-type opioid receptor,1,1,1,,
674998,CHEMBL1201047,ANILERIDINE HYDROCHLORIDE,1310,Kappa opioid receptor agonist,AGONIST,137.0,CHEMBL237,Kappa-type opioid receptor,1,1,1,,
674999,CHEMBL1201048,DROMOSTANOLONE PROPIONATE,1319,Androgen Receptor agonist,AGONIST,56.0,CHEMBL1871,Androgen receptor,1,1,1,,
675000,CHEMBL1201049,ECONAZOLE NITRATE,1443,Cytochrome P450 51 inhibitor,INHIBITOR,58.0,CHEMBL1780,Lanosterol 14-alpha demethylase,1,1,1,,
675002,CHEMBL1201051,CIMETIDINE HYDROCHLORIDE,457,Histamine H2 receptor antagonist,ANTAGONIST,102.0,CHEMBL1941,Histamine H2 receptor,1,1,1,,
675003,CHEMBL1201052,MESORIDAZINE BESYLATE,208,Dopamine D2 receptor antagonist,ANTAGONIST,72.0,CHEMBL217,D(2) dopamine receptor,1,1,1,,
675003,CHEMBL1201052,MESORIDAZINE BESYLATE,590,Serotonin 2a (5-HT2a) receptor antagonist,ANTAGONIST,107.0,CHEMBL224,5-hydroxytryptamine receptor 2A,1,1,1,,
675007,CHEMBL1201056,SULFACYTINE,681,Dihydropteroate synthetase inhibitor,INHIBITOR,325.0,CHEMBL2013,Dihydropteroate synthetase,1,1,1,,
675008,CHEMBL1201057,CILASTATIN SODIUM,651,Renal dipeptidase inhibitor,INHIBITOR,245.0,CHEMBL1989,Dipeptidase 1,1,1,1,,
675010,CHEMBL1201059,PROGUANIL HYDROCHLORIDE,455,Dihydrofolate reductase inhibitor,INHIBITOR,70.0,CHEMBL1939,Bifunctional dihydrofolate reductase-thymidylate synthase,1,1,1,,
675011,CHEMBL1201060,LOXAPINE HYDROCHLORIDE,587,Serotonin 2a (5-HT2a) receptor antagonist,ANTAGONIST,107.0,CHEMBL224,5-hydroxytryptamine receptor 2A,1,1,1,,
675011,CHEMBL1201060,LOXAPINE HYDROCHLORIDE,635,Serotonin 2c (5-HT2c) receptor antagonist,ANTAGONIST,108.0,CHEMBL225,5-hydroxytryptamine receptor 2C,1,1,1,,
675011,CHEMBL1201060,LOXAPINE HYDROCHLORIDE,2021,D2-like dopamine receptor antagonist,ANTAGONIST,105671.0,CHEMBL2331075,D2-like dopamine receptor,1,1,1,,
675012,CHEMBL1201061,LEVALBUTEROL HYDROCHLORIDE,1341,Beta-2 adrenergic receptor agonist,AGONIST,43.0,CHEMBL210,Beta-2 adrenergic receptor,1,1,1,,
675014,CHEMBL1201063,PROPAFENONE HYDROCHLORIDE,330,Beta-1 adrenergic receptor antagonist,ANTAGONIST,50.0,CHEMBL213,Beta-1 adrenergic receptor,1,1,1,,
675014,CHEMBL1201063,PROPAFENONE HYDROCHLORIDE,1358,Beta-2 adrenergic receptor antagonist,ANTAGONIST,43.0,CHEMBL210,Beta-2 adrenergic receptor,1,1,1,,
675014,CHEMBL1201063,PROPAFENONE HYDROCHLORIDE,1982,Sodium channel alpha subunit blocker,BLOCKER,105639.0,CHEMBL2331043,Sodium channel alpha subunit,1,1,1,,
675015,CHEMBL1201064,FLUOROMETHOLONE ACETATE,789,Glucocorticoid receptor agonist,AGONIST,25.0,CHEMBL2034,Glucocorticoid receptor,1,1,1,,
675016,CHEMBL1201065,THIAMYLAL SODIUM,1623,GABA-A receptor; anion channel positive allosteric modulator,POSITIVE ALLOSTERIC MODULATOR,104688.0,CHEMBL2093872,GABA-A receptor; anion channel,1,1,1,,
675017,CHEMBL1201066,VENLAFAXINE HYDROCHLORIDE,405,Serotonin transporter inhibitor,INHIBITOR,121.0,CHEMBL228,Sodium-dependent serotonin transporter,1,1,1,,
675017,CHEMBL1201066,VENLAFAXINE HYDROCHLORIDE,922,Norepinephrine transporter inhibitor,INHIBITOR,100.0,CHEMBL222,Sodium-dependent noradrenaline transporter,1,1,1,,
675018,CHEMBL1201067,BIPERIDEN LACTATE,284,Muscarinic acetylcholine receptor M1 antagonist,ANTAGONIST,61.0,CHEMBL216,Muscarinic acetylcholine receptor M1,1,1,1,"Indicated for Parkinson's disease, M1 likely responsible",
675019,CHEMBL1201068,PROPIOMAZINE HYDROCHLORIDE,152,Histamine H1 receptor antagonist,ANTAGONIST,127.0,CHEMBL231,Histamine H1 receptor,1,1,1,,
675022,CHEMBL1201071,TETRACYCLINE PHOSPHATE COMPLEX,1774,Bacterial 70S ribosome inhibitor,INHIBITOR,105830.0,CHEMBL2363135,Bacterial 70S ribosome,1,1,1,,
675024,CHEMBL1201073,SUCCIMER,1807,Lead chelating agent,CHELATING AGENT,106008.0,CHEMBL2364029,Lead,1,1,1,,
675031,CHEMBL1201080,TRIMETHOPRIM HYDROCHLORIDE,1666,Bacterial dihydrofolate reductase inhibitor,INHIBITOR,106169.0,CHEMBL2364669,Dihydrofolate reductase,1,1,1,,Broad spectrum
675032,CHEMBL1201081,METHYLPREDNISOLONE SODIUM SUCCINATE,781,Glucocorticoid receptor agonist,AGONIST,25.0,CHEMBL2034,Glucocorticoid receptor,1,1,1,,
675033,CHEMBL1201082,FLUOXETINE HYDROCHLORIDE,401,Serotonin transporter inhibitor,INHIBITOR,121.0,CHEMBL228,Sodium-dependent serotonin transporter,1,1,1,reuptake inhibitor,
675038,CHEMBL1201087,CABERGOLINE,198,Dopamine D2 receptor agonist,AGONIST,72.0,CHEMBL217,D(2) dopamine receptor,1,1,1,Long acting,
675040,CHEMBL1201089,DIPHENHYDRAMINE CITRATE,175,Histamine H1 receptor antagonist,ANTAGONIST,127.0,CHEMBL231,Histamine H1 receptor,1,1,1,,
675043,CHEMBL1201092,RIVASTIGMINE TARTRATE,1285,Cholinesterases; ACHE & BCHE inhibitor,INHIBITOR,104805.0,CHEMBL2095233,Cholinesterases; ACHE & BCHE,1,1,1,,
675044,CHEMBL1201093,METHYL AMINOLEVULINATE HYDROCHLORIDE,2219,DNA inhibitor,INHIBITOR,105574.0,CHEMBL2311221,DNA,1,1,1,Photodynamic therapy,
675049,CHEMBL1201098,CEFOTETAN DISODIUM,1712,Bacterial penicillin-binding protein inhibitor,INHIBITOR,105683.0,CHEMBL2354204,Bacterial penicillin-binding protein,1,1,1,,
675052,CHEMBL1201101,TESTOSTERONE CYPIONATE,1328,Androgen Receptor agonist,AGONIST,56.0,CHEMBL1871,Androgen receptor,1,1,1,,
675053,CHEMBL1201102,TRIFLUPROMAZINE HYDROCHLORIDE,203,Dopamine D2 receptor antagonist,ANTAGONIST,72.0,CHEMBL217,D(2) dopamine receptor,1,1,1,,
675054,CHEMBL1201103,METHOXAMINE HYDROCHLORIDE,1163,Adrenergic receptor alpha-1 agonist,AGONIST,104723.0,CHEMBL2094251,Adrenergic receptor alpha-1,1,1,1,,
675055,CHEMBL1201104,METHENAMINE HIPPURATE,1827,DNA inhibitor,INHIBITOR,106020.0,CHEMBL2364041,DNA,1,1,1,Causes cross-linking of proteins and nucleic acids (PMID: 9880479).,
675059,CHEMBL1201108,CONIVAPTAN HYDROCHLORIDE,65,Vasopressin V2 receptor antagonist,ANTAGONIST,112.0,CHEMBL1790,Vasopressin V2 receptor,1,1,1,,
675059,CHEMBL1201108,CONIVAPTAN HYDROCHLORIDE,362,Vasopressin V1a receptor antagonist,ANTAGONIST,134.0,CHEMBL1889,Vasopressin V1a receptor,1,1,1,,
675060,CHEMBL1201109,DESONIDE,782,Glucocorticoid receptor agonist,AGONIST,25.0,CHEMBL2034,Glucocorticoid receptor,1,1,1,,
675061,CHEMBL1201110,VALACYCLOVIR HYDROCHLORIDE,1477,Human herpesvirus 1 DNA polymerase inhibitor,INHIBITOR,27.0,CHEMBL1872,DNA polymerase catalytic subunit,1,1,1,,
675063,CHEMBL1201112,NELARABINE,1849,DNA inhibitor,INHIBITOR,105574.0,CHEMBL2311221,DNA,1,1,1,,
675066,CHEMBL1201115,ESMOLOL HYDROCHLORIDE,312,Beta-1 adrenergic receptor antagonist,ANTAGONIST,50.0,CHEMBL213,Beta-1 adrenergic receptor,1,1,1,,
675066,CHEMBL1201115,ESMOLOL HYDROCHLORIDE,1367,Beta-2 adrenergic receptor antagonist,ANTAGONIST,43.0,CHEMBL210,Beta-2 adrenergic receptor,1,1,1,,
675067,CHEMBL1201116,HETACILLIN,1526,Penicillin-binding protein inhibitor,INHIBITOR,105686.0,CHEMBL2362973,Penicillin-binding protein,1,1,1,,
675068,CHEMBL1201117,METHOCARBAMOL,14,Carbonic anhydrase I inhibitor,INHIBITOR,10193.0,CHEMBL261,Carbonic anhydrase 1,1,1,1,,
675069,CHEMBL1201118,CEFMETAZOLE SODIUM,1692,Bacterial penicillin-binding protein inhibitor,INHIBITOR,105683.0,CHEMBL2354204,Bacterial penicillin-binding protein,1,1,1,,
675070,CHEMBL1201119,LIOTHYRONINE SODIUM,1301,Thyroid hormone receptor agonist,AGONIST,104987.0,CHEMBL2111462,Thyroid hormone receptor,1,1,1,,
675071,CHEMBL1201120,REMIFENTANIL HYDROCHLORIDE,722,Mu opioid receptor agonist,AGONIST,129.0,CHEMBL233,Mu-type opioid receptor,1,1,1,,
675072,CHEMBL1201121,HETACILLIN POTASSIUM,1525,Penicillin-binding protein inhibitor,INHIBITOR,105686.0,CHEMBL2362973,Penicillin-binding protein,1,1,1,,
675075,CHEMBL1201124,KETOROLAC TROMETHAMINE,1195,Cyclooxygenase inhibitor,INHIBITOR,104725.0,CHEMBL2094253,Cyclooxygenase,1,1,1,,
675078,CHEMBL1201127,DARUNAVIR ETHANOLATE,1498,Human immunodeficiency virus type 1 protease inhibitor,INHIBITOR,191.0,CHEMBL243,Human immunodeficiency virus type 1 protease,1,1,1,,
675080,CHEMBL1201129,DECITABINE,653,DNA (cytosine-5)-methyltransferase 3A inhibitor,INHIBITOR,322.0,CHEMBL1992,DNA (cytosine-5)-methyltransferase 3A,1,1,1,,
675080,CHEMBL1201129,DECITABINE,655,DNA (cytosine-5)-methyltransferase 1 inhibitor,INHIBITOR,321.0,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,1,1,1,,
675080,CHEMBL1201129,DECITABINE,1880,DNA inhibitor,INHIBITOR,105574.0,CHEMBL2311221,DNA,1,1,1,,
675082,CHEMBL1201131,PIPERONYL BUTOXIDE,1432,Cytochrome P450 inhibitor,INHIBITOR,106198.0,CHEMBL2364702,Cytochrome P450,1,1,1,,
675083,CHEMBL1201132,NALBUPHINE HYDROCHLORIDE,1096,Opioid receptors; mu/kappa/delta agonist,AGONIST,104765.0,CHEMBL2095181,Opioid receptors; mu/kappa/delta,1,1,1,may actually be mixed mode of action,
675085,CHEMBL1201134,LUBIPROSTONE,1009,Chloride channel protein 2 opener,OPENER,103797.0,CHEMBL1628478,Chloride channel protein 2,1,1,1,,
675090,CHEMBL1201139,MEGESTROL ACETATE,1012,Progesterone receptor agonist,AGONIST,36.0,CHEMBL208,Progesterone receptor,1,1,1,,
675092,CHEMBL1201141,IBUPROFEN LYSINE,1203,Cyclooxygenase inhibitor,INHIBITOR,104725.0,CHEMBL2094253,Cyclooxygenase,1,1,1,,
675093,CHEMBL1201142,RASAGILINE MESYLATE,835,Monoamine oxidase B inhibitor,INHIBITOR,104.0,CHEMBL2039,Amine oxidase [flavin-containing] B,1,1,1,Irreversible inhibitor,
675097,CHEMBL1201146,NORETHINDRONE ACETATE,1013,Progesterone receptor agonist,AGONIST,36.0,CHEMBL208,Progesterone receptor,1,1,1,,
675098,CHEMBL1201147,OCTOCRYLENE,8755,Sunscreen,,,,,1,1,1,,
675099,CHEMBL1201148,MEPREDNISONE,808,Glucocorticoid receptor agonist,AGONIST,25.0,CHEMBL2034,Glucocorticoid receptor,1,1,1,,
675100,CHEMBL1201149,NALTREXONE HYDROCHLORIDE,1095,Opioid receptors; mu/kappa/delta antagonist,ANTAGONIST,104765.0,CHEMBL2095181,Opioid receptors; mu/kappa/delta,1,1,1,,
675101,CHEMBL1201150,SUMATRIPTAN SUCCINATE,372,Serotonin 1b (5-HT1b) receptor agonist,AGONIST,106.0,CHEMBL1898,5-hydroxytryptamine receptor 1B,1,1,1,,Selective
675101,CHEMBL1201150,SUMATRIPTAN SUCCINATE,574,Serotonin 1d (5-HT1d) receptor agonist,AGONIST,105.0,CHEMBL1983,5-hydroxytryptamine receptor 1D,1,1,1,,Selective
675102,CHEMBL1201151,MESTRANOL,866,Estrogen receptor alpha agonist,AGONIST,19.0,CHEMBL206,Estrogen receptor,1,1,1,,
675104,CHEMBL1201153,ISOETHARINE MESYLATE,1352,Beta-2 adrenergic receptor agonist,AGONIST,43.0,CHEMBL210,Beta-2 adrenergic receptor,1,1,1,,
675105,CHEMBL1201154,PROCHLORPERAZINE EDISYLATE,2192,Dopamine D2 receptor antagonist,ANTAGONIST,72.0,CHEMBL217,D(2) dopamine receptor,1,1,1,,
675106,CHEMBL1201155,LOXAPINE SUCCINATE,588,Serotonin 2a (5-HT2a) receptor antagonist,ANTAGONIST,107.0,CHEMBL224,5-hydroxytryptamine receptor 2A,1,1,1,,
675106,CHEMBL1201155,LOXAPINE SUCCINATE,634,Serotonin 2c (5-HT2c) receptor antagonist,ANTAGONIST,108.0,CHEMBL225,5-hydroxytryptamine receptor 2C,1,1,1,,
675106,CHEMBL1201155,LOXAPINE SUCCINATE,2013,D2-like dopamine receptor antagonist,ANTAGONIST,105671.0,CHEMBL2331075,D2-like dopamine receptor,1,1,1,,
675107,CHEMBL1201156,NORTRIPTYLINE HYDROCHLORIDE,414,Serotonin transporter inhibitor,INHIBITOR,121.0,CHEMBL228,Sodium-dependent serotonin transporter,1,1,1,,
675107,CHEMBL1201156,NORTRIPTYLINE HYDROCHLORIDE,912,Norepinephrine transporter inhibitor,INHIBITOR,100.0,CHEMBL222,Sodium-dependent noradrenaline transporter,1,1,1,,
675110,CHEMBL1201159,FENTANYL HYDROCHLORIDE,711,Mu opioid receptor agonist,AGONIST,129.0,CHEMBL233,Mu-type opioid receptor,1,1,1,,
675112,CHEMBL1201161,MAFENIDE ACETATE,1650,Bacterial dihydropteroate synthase inhibitor,INHIBITOR,106168.0,CHEMBL2364668,Dihydropteroate synthase,1,1,1,,Broad spectrum
675113,CHEMBL1201162,DORZOLAMIDE HYDROCHLORIDE,88,Carbonic anhydrase II inhibitor,INHIBITOR,15.0,CHEMBL205,Carbonic anhydrase 2,1,1,1,,
675114,CHEMBL1201163,SUFENTANIL CITRATE,724,Mu opioid receptor agonist,AGONIST,129.0,CHEMBL233,Mu-type opioid receptor,1,1,1,,
675116,CHEMBL1201165,QUINESTROL,1074,Estrogen receptor agonist,AGONIST,104682.0,CHEMBL2093866,Estrogen receptor,1,1,1,,
675118,CHEMBL1201167,CARVEDILOL PHOSPHATE,1121,Adrenergic receptor beta antagonist,ANTAGONIST,104700.0,CHEMBL2094118,Adrenergic receptor beta,1,1,1,,
675118,CHEMBL1201167,CARVEDILOL PHOSPHATE,1165,Adrenergic receptor alpha-1 antagonist,ANTAGONIST,104723.0,CHEMBL2094251,Adrenergic receptor alpha-1,1,1,1,,
675119,CHEMBL1201168,ISOCARBOXAZID,1243,Monoamine oxidase inhibitor,INHIBITOR,104789.0,CHEMBL2095205,Monoamine oxidase,1,1,1,,
675124,CHEMBL1201173,MEDRYSONE,762,Glucocorticoid receptor agonist,AGONIST,25.0,CHEMBL2034,Glucocorticoid receptor,1,1,1,,
675125,CHEMBL1201174,SITAGLIPTIN PHOSPHATE,466,Dipeptidyl peptidase IV inhibitor,INHIBITOR,11140.0,CHEMBL284,Dipeptidyl peptidase 4,1,1,1,,
675128,CHEMBL1201177,LEVOBUNOLOL HYDROCHLORIDE,315,Beta-1 adrenergic receptor antagonist,ANTAGONIST,50.0,CHEMBL213,Beta-1 adrenergic receptor,1,1,1,,
675128,CHEMBL1201177,LEVOBUNOLOL HYDROCHLORIDE,1363,Beta-2 adrenergic receptor antagonist,ANTAGONIST,43.0,CHEMBL210,Beta-2 adrenergic receptor,1,1,1,,
675129,CHEMBL1201178,LISDEXAMFETAMINE DIMESYLATE,698,Dopamine transporter releasing agent,RELEASING AGENT,155.0,CHEMBL238,Sodium-dependent dopamine transporter,1,1,1,,
675129,CHEMBL1201178,LISDEXAMFETAMINE DIMESYLATE,920,Norepinephrine transporter releasing agent,RELEASING AGENT,100.0,CHEMBL222,Sodium-dependent noradrenaline transporter,1,1,1,,
675129,CHEMBL1201178,LISDEXAMFETAMINE DIMESYLATE,1487,Synaptic vesicular amine transporter inhibitor,INHIBITOR,162.0,CHEMBL1893,Synaptic vesicular amine transporter,1,1,1,,
675130,CHEMBL1201179,LAPATINIB DITOSYLATE,130,Receptor protein-tyrosine kinase erbB-2 inhibitor,INHIBITOR,188.0,CHEMBL1824,Receptor tyrosine-protein kinase erbB-2,1,1,1,,
675130,CHEMBL1201179,LAPATINIB DITOSYLATE,245,Epidermal growth factor receptor erbB1 inhibitor,INHIBITOR,9.0,CHEMBL203,Epidermal growth factor receptor,1,1,1,,
675131,CHEMBL1201180,DICLOFENAC EPOLAMINE,1175,Cyclooxygenase inhibitor,INHIBITOR,104725.0,CHEMBL2094253,Cyclooxygenase,1,1,1,,
675133,CHEMBL1201182,TEMSIROLIMUS,382,FK506-binding protein 1A inhibitor,INHIBITOR,80.0,CHEMBL1902,Peptidyl-prolyl cis-trans isomerase FKBP1A,1,1,1,,
675135,CHEMBL1201184,LANREOTIDE ACETATE,67,Somatostatin receptor 5 agonist,AGONIST,11265.0,CHEMBL1792,Somatostatin receptor type 5,1,1,1,,
675135,CHEMBL1201184,LANREOTIDE ACETATE,95,Somatostatin receptor 2 agonist,AGONIST,117.0,CHEMBL1804,Somatostatin receptor type 2,1,1,1,,
675141,CHEMBL1201190,LEVOCETIRIZINE DIHYDROCHLORIDE,167,Histamine H1 receptor antagonist,ANTAGONIST,127.0,CHEMBL231,Histamine H1 receptor,1,1,1,,
675143,CHEMBL1201192,ARMODAFINIL,685,Dopamine transporter inhibitor,INHIBITOR,155.0,CHEMBL238,Sodium-dependent dopamine transporter,1,1,1,,
675242,CHEMBL1201291,IOXAGLIC ACID,9445,Diagnostic,,,,,1,1,1,,
675252,CHEMBL1201301,MANGAFODIPIR,8796,Diagnostic,,,,,1,1,1,,
675292,CHEMBL1201341,ECHOTHIOPHATE,5522,Acetylcholinesterase inhibitor,INHIBITOR,93.0,CHEMBL220,Acetylcholinesterase,1,1,1,Irreversible,
675528,CHEMBL1201414,TINZAPARIN SODIUM,475,Antithrombin-III activator,ACTIVATOR,16.0,CHEMBL1950,Antithrombin-III,1,1,1,Inhibits coagulation by activating antithrombin III;  ATIII then binds to F10; It's a low-molecular-weight heparin,
675530,CHEMBL1201419,LUTROPIN ALFA,251,Luteinizing hormone/Choriogonadotropin receptor agonist,AGONIST,95.0,CHEMBL1854,Lutropin-choriogonadotropic hormone receptor,1,1,1,"It's LH, used to stimulate development of a potentially competent follicle and to indirectly prepare the reproductive tract for implantation and pregnancy",
675518,CHEMBL1201420,UROKINASE,82,Urokinase-type plasminogen activator exogenous protein,EXOGENOUS PROTEIN,11942.0,CHEMBL3286,Urokinase-type plasminogen activator,1,1,1,,
675418,CHEMBL1201421,PEGAPTANIB SODIUM,55,Vascular endothelial growth factor A antagonist,ANTAGONIST,187.0,CHEMBL1783,"Vascular endothelial growth factor A, long form",1,1,1,"It's an aptamer, a pegylated modified oligonucleotide",Selective
675570,CHEMBL1201431,DORNASE ALFA,1841,DNA hydrolytic enzyme,HYDROLYTIC ENZYME,105574.0,CHEMBL2311221,DNA,1,1,1,,
675456,CHEMBL1201438,ALDESLEUKIN,1789,Interleukin-2 receptor agonist,AGONIST,106146.0,CHEMBL2364167,Interleukin-2 receptor,1,1,1,,
675419,CHEMBL1201439,BASILIXIMAB,1792,Interleukin-2 receptor inhibitor,INHIBITOR,106146.0,CHEMBL2364167,Interleukin-2 receptor,1,1,1,,
675516,CHEMBL1201441,COLISTIMETHATE SODIUM,1809,Cell membrane inhibitor,INHIBITOR,106010.0,CHEMBL2364031,Cell membrane,1,1,1,Disrupts cell membrane,
675443,CHEMBL1201447,CALFACTANT,2127,Surfactant agent,,,,,1,1,1,Replaces endogenous surfactant in case of deficiency; endogenous pulmonary surfactant lower surface tension at the air-liquid of the alveolar surfaces,
675462,CHEMBL1201448,ARDEPARIN SODIUM,481,Antithrombin-III activator,ACTIVATOR,16.0,CHEMBL1950,Antithrombin-III,1,1,1,Inhibits coagulation by activating antithrombin III;  ATIII then binds to F10; It's a low-molecular-weight heparin,
675406,CHEMBL1201451,ALBUMIN HUMAN,2074,Bilirubin sequestering agent,SEQUESTERING AGENT,106153.0,CHEMBL2364174,Bilirubin,1,1,1,"To expand the circulating blood volume in case of shock or hemorrhage, but also used in liver failure to bind excessive plasma bilirubin",
675463,CHEMBL1201454,ALSEROXYLON,1231,Adrenergic receptor alpha antagonist,ANTAGONIST,104787.0,CHEMBL2095203,Adrenergic receptor alpha,1,1,1,,
675430,CHEMBL1201457,CELLULOSE SODIUM PHOSPHATE,8159,Calcium sequestering agent,SEQUESTERING AGENT,106009.0,CHEMBL2364030,Calcium,1,1,1,,
675539,CHEMBL1201459,DESOXYRIBONUCLEASE,1842,DNA hydrolytic enzyme,HYDROLYTIC ENZYME,105574.0,CHEMBL2311221,DNA,1,1,1,,
675574,CHEMBL1201460,DALTEPARIN SODIUM,477,Antithrombin-III activator,ACTIVATOR,16.0,CHEMBL1950,Antithrombin-III,1,1,1,Inhibits coagulation by activating antithrombin III;  ATIII then binds to F10; It's a low-molecular-weight heparin,
675464,CHEMBL1201461,DEXTROMETHORPHAN POLISTIREX,332,Sigma opioid receptor agonist,AGONIST,11272.0,CHEMBL287,Sigma non-opioid intracellular receptor 1,1,1,1,,
675464,CHEMBL1201461,DEXTROMETHORPHAN POLISTIREX,505,Glutamate [NMDA] receptor subunit epsilon 1 antagonist,ANTAGONIST,166.0,CHEMBL1972,"Glutamate receptor ionotropic, NMDA 2A",1,1,1,,
675465,CHEMBL1201463,CODEINE POLISTIREX,1090,Opioid receptors; mu/kappa/delta agonist,AGONIST,104765.0,CHEMBL2095181,Opioid receptors; mu/kappa/delta,1,1,1,,
