drug_internal_id,drug_id,drug_name,protein_internal_id,protein_id,protein_name,pchembl_max,pchembl_avg,best_value,num_measurements,confidence
649637,CHEMBL1171837,PONATINIB,10264,CHEMBL4142,Fibroblast growth factor receptor 2,8.89,8.79,1.3,2,9
649637,CHEMBL1171837,PONATINIB,30012,CHEMBL4223,Tyrosine-protein kinase FRK,8.89,7.96,1.3,2,9
649637,CHEMBL1171837,PONATINIB,104279,CHEMBL1795199,Receptor-interacting serine/threonine-protein kinase 3,8.8,8.05,1.6,5,9
649637,CHEMBL1171837,PONATINIB,238,CHEMBL1936,Mast/stem cell growth factor receptor Kit,8.77,8.04,1.7,7,9
649637,CHEMBL1171837,PONATINIB,10434,CHEMBL267,Proto-oncogene tyrosine-protein kinase Src,8.6,8.08,2.5,8,9
649637,CHEMBL1171837,PONATINIB,10979,CHEMBL1868,Vascular endothelial growth factor receptor 1,8.43,8.05,3.7,2,9
649637,CHEMBL1171837,PONATINIB,11925,CHEMBL3973,Fibroblast growth factor receptor 4,8.15,7.87,7.1,3,9
649637,CHEMBL1171837,PONATINIB,30019,CHEMBL3987,Ephrin type-A receptor 5,8.1,8.1,8.0,1,9
649637,CHEMBL1171837,PONATINIB,12840,CHEMBL1844,Macrophage colony-stimulating factor 1 receptor,8.07,8.07,8.6,1,9
649637,CHEMBL1171837,PONATINIB,11926,CHEMBL2742,Fibroblast growth factor receptor 3,8.03,7.89,9.4,2,9
649637,CHEMBL1171837,PONATINIB,100917,CHEMBL5319,Epithelial discoidin domain-containing receptor 1,8.03,7.89,9.4,2,9
649637,CHEMBL1171837,PONATINIB,11902,CHEMBL2815,High affinity nerve growth factor receptor,7.94,7.55,11.4,2,9
649637,CHEMBL1171837,PONATINIB,100990,CHEMBL5464,Receptor-interacting serine/threonine-protein kinase 1,7.92,7.76,12.0,3,9
649637,CHEMBL1171837,PONATINIB,10844,CHEMBL2634,Tyrosine-protein kinase CSK,7.9,7.2,12.7,2,9
649637,CHEMBL1171837,PONATINIB,101300,CHEMBL5719,Cyclin-dependent kinase 8,7.85,7.85,14.0,1,9
649637,CHEMBL1171837,PONATINIB,11209,CHEMBL4014,Tyrosine-protein kinase ABL2,7.7,7.7,20.0,1,9
649637,CHEMBL1171837,PONATINIB,9,CHEMBL203,Epidermal growth factor receptor,7.66,7.66,22.0,1,8
649637,CHEMBL1171837,PONATINIB,30008,CHEMBL2068,Ephrin type-A receptor 2,7.57,7.57,27.0,1,9
649637,CHEMBL1171837,PONATINIB,103154,CHEMBL1075104,Leucine-rich repeat serine/threonine-protein kinase 2,7.51,6.81,31.0,3,9
649637,CHEMBL1171837,PONATINIB,10919,CHEMBL2835,Tyrosine-protein kinase JAK1,7.49,7.49,32.2,1,9
649637,CHEMBL1171837,PONATINIB,100127,CHEMBL4454,Tyrosine-protein kinase Fgr,7.42,7.42,38.0,1,9
649637,CHEMBL1171837,PONATINIB,100974,CHEMBL5393,Broad substrate specificity ATP-binding cassette transporter ABCG2,7.4,7.4,40.0,1,9
649637,CHEMBL1171837,PONATINIB,20007,CHEMBL3886,Mitogen-activated protein kinase kinase kinase 20,7.39,7.39,41.0,1,9
649637,CHEMBL1171837,PONATINIB,100947,CHEMBL5330,Mitogen-activated protein kinase kinase kinase kinase 2,7.39,7.39,41.0,1,9
649637,CHEMBL1171837,PONATINIB,100128,CHEMBL5146,Breakpoint cluster region protein,7.3,7.3,50.0,1,9
649637,CHEMBL1171837,PONATINIB,19639,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,7.17,6.42,66.9,2,9
649637,CHEMBL1171837,PONATINIB,100951,CHEMBL5334,Non-receptor tyrosine-protein kinase TNK1,7.08,7.08,84.0,1,9
649637,CHEMBL1171837,PONATINIB,104502,CHEMBL2010634,ATP-dependent RNA helicase DDX1,7.07,7.07,86.0,1,9
649637,CHEMBL1171837,PONATINIB,101079,CHEMBL5122,Discoidin domain-containing receptor 2,7.06,7.06,87.0,1,9
649637,CHEMBL1171837,PONATINIB,10250,CHEMBL2428,"Myosin light chain kinase, smooth muscle",7.0,7.0,99.0,1,9
649637,CHEMBL1171837,PONATINIB,188,CHEMBL1824,Receptor tyrosine-protein kinase erbB-2,6.92,6.92,120.0,1,8
649637,CHEMBL1171837,PONATINIB,101340,CHEMBL5810,Ephrin type-A receptor 1,6.84,6.39,143.0,2,9
649637,CHEMBL1171837,PONATINIB,10188,CHEMBL260,Mitogen-activated protein kinase 14,6.81,6.81,154.0,1,9
649637,CHEMBL1171837,PONATINIB,121,CHEMBL228,Sodium-dependent serotonin transporter,6.78,6.78,164.9,1,8
649637,CHEMBL1171837,PONATINIB,10938,CHEMBL2971,Tyrosine-protein kinase JAK2,6.77,6.77,169.0,1,9
649637,CHEMBL1171837,PONATINIB,100995,CHEMBL5469,Protein-tyrosine kinase 2-beta,6.53,6.53,295.0,1,9
649637,CHEMBL1171837,PONATINIB,101464,CHEMBL6166,Mitogen-activated protein kinase kinase kinase kinase 4,6.51,6.51,307.0,1,9
649637,CHEMBL1171837,PONATINIB,107,CHEMBL224,5-hydroxytryptamine receptor 2A,6.5,6.5,317.5,1,8
649637,CHEMBL1171837,PONATINIB,101553,CHEMBL5790,Cyclin-dependent kinase 17,6.47,6.47,335.0,1,9
649637,CHEMBL1171837,PONATINIB,30047,CHEMBL4527,TRAF2 and NCK-interacting protein kinase,6.42,6.42,385.0,1,9
649637,CHEMBL1171837,PONATINIB,11082,CHEMBL2208,MAP kinase-activated protein kinase 2,6.33,6.33,468.0,1,9
649637,CHEMBL1171837,PONATINIB,12276,CHEMBL3956,Mitogen-activated protein kinase kinase kinase 1,6.31,6.31,493.0,1,9
649637,CHEMBL1171837,PONATINIB,100416,CHEMBL4901,Ephrin type-B receptor 3,6.26,6.26,547.0,1,9
649637,CHEMBL1171837,PONATINIB,11969,CHEMBL4101,cAMP-dependent protein kinase catalytic subunit alpha,6.21,6.21,613.0,1,9
649637,CHEMBL1171837,PONATINIB,19623,CHEMBL3357,Interleukin-1 receptor-associated kinase 1,6.16,6.16,691.0,1,9
649637,CHEMBL1171837,PONATINIB,165,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,6.11,6.11,770.0,1,9
649637,CHEMBL1171837,PONATINIB,101312,CHEMBL5749,Mitogen-activated protein kinase kinase kinase kinase 1,6.11,6.11,769.0,1,9
649637,CHEMBL1171837,PONATINIB,10120,CHEMBL3961,Mitogen-activated protein kinase 11,6.0,6.0,1012.0,1,9
649637,CHEMBL1171837,PONATINIB,100126,CHEMBL5145,Serine/threonine-protein kinase B-raf,5.92,5.92,1194.0,1,9
649637,CHEMBL1171837,PONATINIB,86,CHEMBL1951,Amine oxidase [flavin-containing] A,5.91,5.91,1228.9,1,8
649637,CHEMBL1171837,PONATINIB,100129,CHEMBL5147,Ephrin type-B receptor 4,5.83,5.83,1493.0,1,9
649637,CHEMBL1171837,PONATINIB,30022,CHEMBL4597,Cyclin-dependent kinase 16,5.76,5.76,1729.0,1,9
649637,CHEMBL1171837,PONATINIB,101048,CHEMBL5047,Serine/threonine-protein kinase ULK3,5.76,5.76,1720.0,1,9
649637,CHEMBL1171837,PONATINIB,30032,CHEMBL5284,Calcium/calmodulin-dependent protein kinase kinase 2,5.75,5.75,1766.0,1,9
649637,CHEMBL1171837,PONATINIB,100075,CHEMBL4267,TGF-beta receptor type-2,5.75,5.75,1779.0,1,9
649637,CHEMBL1171837,PONATINIB,100097,CHEMBL5251,Tyrosine-protein kinase BTK,5.74,5.74,1841.0,1,9
649637,CHEMBL1171837,PONATINIB,11569,CHEMBL3290,Ephrin type-B receptor 2,5.73,5.73,1857.0,1,9
649637,CHEMBL1171837,PONATINIB,20020,CHEMBL4355,Cyclin-G-associated kinase,5.73,5.73,1862.0,1,9
649637,CHEMBL1171837,PONATINIB,11480,CHEMBL1980,Sodium channel protein type 5 subunit alpha,5.7,5.7,2000.0,1,8
649637,CHEMBL1171837,PONATINIB,101506,CHEMBL5701,Serine/threonine-protein kinase TAO3,5.67,5.67,2136.0,1,9
649637,CHEMBL1171837,PONATINIB,10371,CHEMBL4948,Dual specificity mitogen-activated protein kinase kinase 5,5.53,5.53,2952.0,1,9
649637,CHEMBL1171837,PONATINIB,100854,CHEMBL4578,Maternal embryonic leucine zipper kinase,5.53,5.53,2987.0,1,9
649637,CHEMBL1171837,PONATINIB,227,CHEMBL1833,5-hydroxytryptamine receptor 2B,5.5,5.5,3200.0,1,8
191342,CHEMBL1172,DESLORATADINE,127,CHEMBL231,Histamine H1 receptor,9.19,8.58,0.644,9,9
191342,CHEMBL1172,DESLORATADINE,102,CHEMBL1941,Histamine H2 receptor,8.48,6.8,3.3,3,8
191342,CHEMBL1172,DESLORATADINE,107,CHEMBL224,5-hydroxytryptamine receptor 2A,8.03,7.18,9.45,4,8
191342,CHEMBL1172,DESLORATADINE,108,CHEMBL225,5-hydroxytryptamine receptor 2C,7.8,7.29,16.0,3,8
191342,CHEMBL1172,DESLORATADINE,227,CHEMBL1833,5-hydroxytryptamine receptor 2B,7.55,7.31,28.0,4,8
191342,CHEMBL1172,DESLORATADINE,47,CHEMBL211,Muscarinic acetylcholine receptor M2,7.43,7.05,37.5,5,8
191342,CHEMBL1172,DESLORATADINE,214,CHEMBL1821,Muscarinic acetylcholine receptor M4,7.33,6.9,47.0,2,8
191342,CHEMBL1172,DESLORATADINE,61,CHEMBL216,Muscarinic acetylcholine receptor M1,7.19,6.51,64.0,4,8
191342,CHEMBL1172,DESLORATADINE,219,CHEMBL245,Muscarinic acetylcholine receptor M3,7.02,6.52,95.0,4,9
191342,CHEMBL1172,DESLORATADINE,121,CHEMBL228,Sodium-dependent serotonin transporter,6.91,6.45,122.0,4,8
191342,CHEMBL1172,DESLORATADINE,215,CHEMBL2035,Muscarinic acetylcholine receptor M5,6.68,6.61,210.0,2,8
191342,CHEMBL1172,DESLORATADINE,165,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,6.3,6.0,499.0,2,9
191342,CHEMBL1172,DESLORATADINE,130,CHEMBL234,D(3) dopamine receptor,6.19,6.04,647.0,4,8
191342,CHEMBL1172,DESLORATADINE,216,CHEMBL1942,Alpha-2B adrenergic receptor,6.01,5.84,980.0,2,8
191342,CHEMBL1172,DESLORATADINE,10627,CHEMBL3371,5-hydroxytryptamine receptor 6,6.0,5.83,1008.0,2,8
191342,CHEMBL1172,DESLORATADINE,90,CHEMBL219,D(4) dopamine receptor,5.97,5.97,1062.9,1,8
191342,CHEMBL1172,DESLORATADINE,100,CHEMBL222,Sodium-dependent noradrenaline transporter,5.96,5.83,1107.0,3,8
191342,CHEMBL1172,DESLORATADINE,72,CHEMBL217,D(2) dopamine receptor,5.8,5.8,1600.0,1,8
191342,CHEMBL1172,DESLORATADINE,155,CHEMBL238,Sodium-dependent dopamine transporter,5.53,5.52,2960.0,2,8
191342,CHEMBL1172,DESLORATADINE,103668,CHEMBL1293235,Prelamin-A/C,5.5,5.5,3162.3,1,9
191172,CHEMBL117287,PRUCALOPRIDE,168,CHEMBL1875,5-hydroxytryptamine receptor 4,8.6,7.88,2.512,7,9
651088,CHEMBL1173055,RUCAPARIB,54,CHEMBL1828,DNA polymerase alpha catalytic subunit,9.4,9.4,0.4,1,9
651088,CHEMBL1173055,RUCAPARIB,100933,CHEMBL5366,Poly [ADP-ribose] polymerase 2,9.4,8.4,0.4,17,9
651088,CHEMBL1173055,RUCAPARIB,11663,CHEMBL3105,Poly [ADP-ribose] polymerase 1,9.15,8.46,0.7,35,9
651088,CHEMBL1173055,RUCAPARIB,102783,CHEMBL6154,Poly [ADP-ribose] polymerase tankyrase-2,7.85,6.95,14.0,4,9
651088,CHEMBL1173055,RUCAPARIB,101462,CHEMBL6164,Poly [ADP-ribose] polymerase tankyrase-1,7.6,7.22,25.0,4,9
651088,CHEMBL1173055,RUCAPARIB,101057,CHEMBL5083,Protein mono-ADP-ribosyltransferase PARP3,7.55,6.87,28.0,5,9
651088,CHEMBL1173055,RUCAPARIB,30022,CHEMBL4597,Cyclin-dependent kinase 16,6.42,6.42,381.0,1,9
651088,CHEMBL1173055,RUCAPARIB,100855,CHEMBL5407,Serine/threonine-protein kinase pim-3,6.36,6.36,436.0,1,9
651088,CHEMBL1173055,RUCAPARIB,12090,CHEMBL2292,Dual specificity tyrosine-phosphorylation-regulated kinase 1A,6.3,5.96,501.19,2,9
651088,CHEMBL1173055,RUCAPARIB,102445,CHEMBL6142,Protein mono-ADP-ribosyltransferase PARP4,6.3,6.15,503.0,3,9
651088,CHEMBL1173055,RUCAPARIB,107664,CHEMBL2429708,Protein mono-ADP-ribosyltransferase PARP10,6.25,5.86,562.34,5,9
651088,CHEMBL1173055,RUCAPARIB,101014,CHEMBL5543,Dual specificity tyrosine-phosphorylation-regulated kinase 1B,6.13,5.92,747.0,2,9
651088,CHEMBL1173055,RUCAPARIB,10839,CHEMBL2147,Serine/threonine-protein kinase pim-1,5.9,5.9,1258.93,1,8
651088,CHEMBL1173055,RUCAPARIB,12071,CHEMBL308,Cyclin-dependent kinase 1,5.6,5.6,2511.89,1,8
651088,CHEMBL1173055,RUCAPARIB,117586,CHEMBL4105981,Protein mono-ADP-ribosyltransferase PARP16,5.54,5.54,2900.0,1,9
651088,CHEMBL1173055,RUCAPARIB,118140,CHEMBL4295895,Protein mono-ADP-ribosyltransferase PARP9,5.51,5.51,3100.0,1,9
650126,CHEMBL1173655,AFATINIB,9,CHEMBL203,Epidermal growth factor receptor,10.1,8.69,0.08,125,9
650126,CHEMBL1173655,AFATINIB,12699,CHEMBL3009,Receptor tyrosine-protein kinase erbB-4,9.0,8.59,1.0,4,9
650126,CHEMBL1173655,AFATINIB,188,CHEMBL1824,Receptor tyrosine-protein kinase erbB-2,8.7,7.85,1.98,22,9
650126,CHEMBL1173655,AFATINIB,20020,CHEMBL4355,Cyclin-G-associated kinase,7.1,6.65,79.0,3,9
650126,CHEMBL1173655,AFATINIB,11451,CHEMBL3717,Hepatocyte growth factor receptor,6.8,5.95,157.0,4,9
650126,CHEMBL1173655,AFATINIB,11691,CHEMBL2250,Tyrosine-protein kinase Blk,6.66,6.66,220.0,1,8
650126,CHEMBL1173655,AFATINIB,8,CHEMBL1862,Tyrosine-protein kinase ABL1,6.64,6.08,230.0,17,9
650126,CHEMBL1173655,AFATINIB,19623,CHEMBL3357,Interleukin-1 receptor-associated kinase 1,6.62,6.62,240.0,1,8
650126,CHEMBL1173655,AFATINIB,30046,CHEMBL4526,Ephrin type-A receptor 6,6.47,6.47,340.0,1,8
650126,CHEMBL1173655,AFATINIB,103106,CHEMBL1075167,Homeodomain-interacting protein kinase 4,6.44,6.44,360.0,1,8
650126,CHEMBL1173655,AFATINIB,12735,CHEMBL2349,"Phosphorylase b kinase gamma catalytic chain, liver/testis isoform",6.33,6.33,470.0,1,8
650126,CHEMBL1173655,AFATINIB,10140,CHEMBL258,Tyrosine-protein kinase Lck,6.24,6.24,570.0,1,8
650126,CHEMBL1173655,AFATINIB,11842,CHEMBL3905,Tyrosine-protein kinase Lyn,6.13,6.13,736.0,1,9
650126,CHEMBL1173655,AFATINIB,11082,CHEMBL2208,MAP kinase-activated protein kinase 2,6.09,6.09,817.0,1,9
650126,CHEMBL1173655,AFATINIB,216,CHEMBL1942,Alpha-2B adrenergic receptor,6.06,6.06,870.0,1,8
650126,CHEMBL1173655,AFATINIB,12090,CHEMBL2292,Dual specificity tyrosine-phosphorylation-regulated kinase 1A,6.01,6.01,970.0,1,8
650126,CHEMBL1173655,AFATINIB,10188,CHEMBL260,Mitogen-activated protein kinase 14,5.98,5.94,1047.0,2,9
650126,CHEMBL1173655,AFATINIB,10371,CHEMBL4948,Dual specificity mitogen-activated protein kinase kinase 5,5.89,5.89,1300.0,1,8
650126,CHEMBL1173655,AFATINIB,10967,CHEMBL4937,Casein kinase I isoform epsilon,5.89,5.89,1300.0,1,8
650126,CHEMBL1173655,AFATINIB,11361,CHEMBL4004,"Phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform",5.89,5.89,1300.0,1,8
650126,CHEMBL1173655,AFATINIB,12670,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,5.85,5.8,1400.0,2,8
650126,CHEMBL1173655,AFATINIB,30012,CHEMBL4223,Tyrosine-protein kinase FRK,5.85,5.85,1400.0,1,8
650126,CHEMBL1173655,AFATINIB,30037,CHEMBL4204,MAP kinase-interacting serine/threonine-protein kinase 2,5.8,5.8,1600.0,1,8
650126,CHEMBL1173655,AFATINIB,100790,CHEMBL4376,Dual specificity tyrosine-phosphorylation-regulated kinase 2,5.75,5.75,1800.0,1,8
650126,CHEMBL1173655,AFATINIB,100835,CHEMBL4718,MAP kinase-interacting serine/threonine-protein kinase 1,5.75,5.75,1800.0,1,8
650126,CHEMBL1173655,AFATINIB,11408,CHEMBL2637,Mitogen-activated protein kinase 10,5.7,5.7,2000.0,1,8
650126,CHEMBL1173655,AFATINIB,11407,CHEMBL4179,Mitogen-activated protein kinase 9,5.68,5.63,2100.0,2,9
650126,CHEMBL1173655,AFATINIB,165,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,5.66,5.66,2206.0,1,9
650126,CHEMBL1173655,AFATINIB,11785,CHEMBL3234,Tyrosine-protein kinase HCK,5.66,5.66,2200.0,1,8
650126,CHEMBL1173655,AFATINIB,30045,CHEMBL4525,Serine/threonine-protein kinase 17A,5.64,5.64,2300.0,1,8
650126,CHEMBL1173655,AFATINIB,20025,CHEMBL5014,Receptor-interacting serine/threonine-protein kinase 2,5.57,5.57,2700.0,1,8
650126,CHEMBL1173655,AFATINIB,10120,CHEMBL3961,Mitogen-activated protein kinase 11,5.55,5.55,2811.0,1,9
650126,CHEMBL1173655,AFATINIB,10434,CHEMBL267,Proto-oncogene tyrosine-protein kinase Src,5.55,5.55,2800.0,1,8
650126,CHEMBL1173655,AFATINIB,101014,CHEMBL5543,Dual specificity tyrosine-phosphorylation-regulated kinase 1B,5.55,5.55,2800.0,1,8
650126,CHEMBL1173655,AFATINIB,101239,CHEMBL5579,Citron Rho-interacting kinase,5.54,5.54,2900.0,1,8
650126,CHEMBL1173655,AFATINIB,10939,CHEMBL4924,Ribosomal protein S6 kinase alpha-6,5.51,5.51,3100.0,1,8
650126,CHEMBL1173655,AFATINIB,100424,CHEMBL4367,Tyrosine-protein kinase TXK,5.51,5.51,3100.0,1,8
650126,CHEMBL1173655,AFATINIB,102676,CHEMBL5836,Ephrin type-B receptor 6,5.51,5.51,3100.0,1,8
192908,CHEMBL1175,DULOXETINE,121,CHEMBL228,Sodium-dependent serotonin transporter,9.62,8.54,0.24,22,9
192908,CHEMBL1175,DULOXETINE,100,CHEMBL222,Sodium-dependent noradrenaline transporter,8.8,7.83,1.585,24,9
192908,CHEMBL1175,DULOXETINE,155,CHEMBL238,Sodium-dependent dopamine transporter,6.62,6.27,240.0,18,9
192908,CHEMBL1175,DULOXETINE,17045,CHEMBL340,Cytochrome P450 3A4,6.36,6.36,440.0,2,9
192908,CHEMBL1175,DULOXETINE,107,CHEMBL224,5-hydroxytryptamine receptor 2A,6.2,6.2,630.3,1,8
192908,CHEMBL1175,DULOXETINE,11365,CHEMBL289,Cytochrome P450 2D6,6.0,5.83,1000.0,4,9
192908,CHEMBL1175,DULOXETINE,125,CHEMBL229,Alpha-1A adrenergic receptor,5.98,5.98,1051.9,1,8
192908,CHEMBL1175,DULOXETINE,218,CHEMBL1916,Alpha-2C adrenergic receptor,5.85,5.85,1400.0,1,8
192908,CHEMBL1175,DULOXETINE,137,CHEMBL237,Kappa-type opioid receptor,5.71,5.71,1961.3,1,8
192908,CHEMBL1175,DULOXETINE,165,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,5.62,5.62,2377.0,1,8
193096,CHEMBL1177,PEMOLINE,155,CHEMBL238,Sodium-dependent dopamine transporter,6.38,6.33,414.2,2,8
193096,CHEMBL1177,PEMOLINE,103727,CHEMBL1293294,Ras-related protein Rab-9A,5.9,5.9,1258.9,1,9
193281,CHEMBL117785,TETRABENAZINE,162,CHEMBL1893,Synaptic vesicular amine transporter,7.7,7.7,19.8,1,9
18694,CHEMBL118,CELECOXIB,126,CHEMBL230,Prostaglandin G/H synthase 2,9.33,6.97,0.47,221,9
18694,CHEMBL118,CELECOXIB,96,CHEMBL221,Prostaglandin G/H synthase 1,7.89,6.45,13.0,17,9
18694,CHEMBL118,CELECOXIB,12952,CHEMBL3594,Carbonic anhydrase 9,7.83,7.78,14.8,4,9
18694,CHEMBL118,CELECOXIB,15,CHEMBL205,Carbonic anhydrase 2,7.8,7.3,15.8,7,9
18694,CHEMBL118,CELECOXIB,12209,CHEMBL3242,Carbonic anhydrase 12,7.75,7.75,18.0,7,9
18694,CHEMBL118,CELECOXIB,12054,CHEMBL2903,Polyunsaturated fatty acid lipoxygenase ALOX15,7.31,7.31,49.0,1,9
18694,CHEMBL118,CELECOXIB,10186,CHEMBL3025,Carbonic anhydrase 6,7.03,7.03,94.0,3,9
18694,CHEMBL118,CELECOXIB,11016,CHEMBL3969,"Carbonic anhydrase 5B, mitochondrial",7.03,7.03,93.0,2,9
18694,CHEMBL118,CELECOXIB,12923,CHEMBL3912,Carbonic anhydrase 13,7.01,7.01,98.0,2,9
18694,CHEMBL118,CELECOXIB,101472,CHEMBL6174,Cytochrome c oxidase subunit 2,6.55,6.45,280.0,3,9
18694,CHEMBL118,CELECOXIB,12896,CHEMBL3729,Carbonic anhydrase 4,6.54,6.25,290.0,5,9
18694,CHEMBL118,CELECOXIB,101277,CHEMBL5658,Prostaglandin E synthase,6.37,6.3,425.0,3,9
18694,CHEMBL118,CELECOXIB,11307,CHEMBL1865,Histone deacetylase 6,6.19,6.19,643.0,1,9
18694,CHEMBL118,CELECOXIB,216,CHEMBL1942,Alpha-2B adrenergic receptor,6.16,5.9,692.0,3,8
18694,CHEMBL118,CELECOXIB,11063,CHEMBL3510,Carbonic anhydrase 14,6.16,6.16,689.0,2,9
18694,CHEMBL118,CELECOXIB,78,CHEMBL1963,Thyrotropin receptor,6.1,6.1,794.3,2,9
18694,CHEMBL118,CELECOXIB,11042,CHEMBL4789,"Carbonic anhydrase 5A, mitochondrial",6.1,6.1,794.0,2,9
18694,CHEMBL118,CELECOXIB,10188,CHEMBL260,Mitogen-activated protein kinase 14,6.09,6.09,810.0,1,9
18694,CHEMBL118,CELECOXIB,11365,CHEMBL289,Cytochrome P450 2D6,6.0,6.0,1000.0,1,8
18694,CHEMBL118,CELECOXIB,12697,CHEMBL325,Histone deacetylase 1,5.93,5.93,1185.0,1,9
18694,CHEMBL118,CELECOXIB,55,CHEMBL215,Polyunsaturated fatty acid 5-lipoxygenase,5.76,5.76,1720.0,1,9
18694,CHEMBL118,CELECOXIB,155,CHEMBL238,Sodium-dependent dopamine transporter,5.71,5.66,1931.0,2,8
18694,CHEMBL118,CELECOXIB,11060,CHEMBL2326,Carbonic anhydrase 7,5.66,5.66,2170.0,6,9
18694,CHEMBL118,CELECOXIB,121,CHEMBL228,Sodium-dependent serotonin transporter,5.64,5.64,2300.0,1,8
654675,CHEMBL1180725,PROPANTHELINE,47,CHEMBL211,Muscarinic acetylcholine receptor M2,8.52,8.52,3.0,1,8
654675,CHEMBL1180725,PROPANTHELINE,61,CHEMBL216,Muscarinic acetylcholine receptor M1,8.52,8.52,3.0,1,8
654675,CHEMBL1180725,PROPANTHELINE,11365,CHEMBL289,Cytochrome P450 2D6,5.9,5.9,1258.9,2,9
654675,CHEMBL1180725,PROPANTHELINE,165,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,5.7,5.7,2000.0,1,8
195974,CHEMBL1184,ACETYLCHOLINE CHLORIDE,219,CHEMBL245,Muscarinic acetylcholine receptor M3,6.66,6.66,220.0,1,8
195974,CHEMBL1184,ACETYLCHOLINE CHLORIDE,61,CHEMBL216,Muscarinic acetylcholine receptor M1,6.11,6.11,770.0,1,8
195974,CHEMBL1184,ACETYLCHOLINE CHLORIDE,215,CHEMBL2035,Muscarinic acetylcholine receptor M5,6.1,6.1,790.0,1,8
658310,CHEMBL1184360,DIAMTHAZOLE,103668,CHEMBL1293235,Prelamin-A/C,5.85,5.85,1412.5,1,9
196215,CHEMBL1185,ZOLMITRIPTAN,105,CHEMBL1983,5-hydroxytryptamine receptor 1D,9.4,8.89,0.4,6,9
196215,CHEMBL1185,ZOLMITRIPTAN,106,CHEMBL1898,5-hydroxytryptamine receptor 1B,9.4,8.52,0.4,5,9
196215,CHEMBL1185,ZOLMITRIPTAN,51,CHEMBL214,5-hydroxytryptamine receptor 1A,8.74,7.59,1.8,3,9
660529,CHEMBL1186579,METHYLNALTREXONE,129,CHEMBL233,Mu-type opioid receptor,8.26,8.12,5.5,3,9
660529,CHEMBL1186579,METHYLNALTREXONE,137,CHEMBL237,Kappa-type opioid receptor,8.17,7.83,6.7,2,9
660529,CHEMBL1186579,METHYLNALTREXONE,136,CHEMBL236,Delta-type opioid receptor,6.3,6.3,501.19,1,9
660560,CHEMBL1186610,ANISOTROPINE,219,CHEMBL245,Muscarinic acetylcholine receptor M3,7.44,7.44,36.0,1,8
660560,CHEMBL1186610,ANISOTROPINE,61,CHEMBL216,Muscarinic acetylcholine receptor M1,6.77,6.77,170.0,1,8
660560,CHEMBL1186610,ANISOTROPINE,47,CHEMBL211,Muscarinic acetylcholine receptor M2,6.2,6.2,630.0,1,8
660560,CHEMBL1186610,ANISOTROPINE,165,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,5.68,5.68,2100.0,1,8
661783,CHEMBL1187833,UMECLIDINIUM,47,CHEMBL211,Muscarinic acetylcholine receptor M2,8.36,8.36,4.4,1,8
661783,CHEMBL1187833,UMECLIDINIUM,61,CHEMBL216,Muscarinic acetylcholine receptor M1,8.28,8.28,5.3,1,8
661783,CHEMBL1187833,UMECLIDINIUM,121,CHEMBL228,Sodium-dependent serotonin transporter,6.52,6.52,301.7,1,8
661783,CHEMBL1187833,UMECLIDINIUM,155,CHEMBL238,Sodium-dependent dopamine transporter,6.05,6.05,897.7,1,8
661783,CHEMBL1187833,UMECLIDINIUM,129,CHEMBL233,Mu-type opioid receptor,5.97,5.97,1073.0,1,8
661783,CHEMBL1187833,UMECLIDINIUM,100,CHEMBL222,Sodium-dependent noradrenaline transporter,5.56,5.56,2726.8,1,8
663629,CHEMBL1189679,PALONOSETRON,144,CHEMBL1899,5-hydroxytryptamine receptor 3A,10.5,9.12,0.03162,21,9
663629,CHEMBL1189679,PALONOSETRON,11305,CHEMBL3895,5-hydroxytryptamine receptor 3B,9.85,9.6,0.14,5,9
663629,CHEMBL1189679,PALONOSETRON,165,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,6.05,5.88,890.0,2,8
663629,CHEMBL1189679,PALONOSETRON,127,CHEMBL231,Histamine H1 receptor,5.96,5.96,1100.0,1,8
663629,CHEMBL1189679,PALONOSETRON,121,CHEMBL228,Sodium-dependent serotonin transporter,5.62,5.62,2400.0,1,8
19101,CHEMBL119,TRIMETREXATE,6,CHEMBL202,Dihydrofolate reductase,10.4,8.32,0.04,15,9
19101,CHEMBL119,TRIMETREXATE,129,CHEMBL233,Mu-type opioid receptor,5.92,5.92,1200.0,1,8
19101,CHEMBL119,TRIMETREXATE,93,CHEMBL220,Acetylcholinesterase,5.79,5.79,1620.0,1,8
19101,CHEMBL119,TRIMETREXATE,88,CHEMBL2056,D(1A) dopamine receptor,5.71,5.71,1940.0,1,8
19101,CHEMBL119,TRIMETREXATE,165,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,5.67,5.67,2160.0,1,8
19101,CHEMBL119,TRIMETREXATE,96,CHEMBL221,Prostaglandin G/H synthase 1,5.62,5.62,2400.0,1,8
