drug_internal_id,drug_id,drug_name,effect_id,effect_name,efo_id,efo_term,indication_phase,num_references
794445,CHEMBL1370561,AMINOPHYLLINE,D001249,Asthma,MONDO:0004979,asthma,4,1
794445,CHEMBL1370561,AMINOPHYLLINE,D008173,"Lung Diseases, Obstructive",HP:0006536,Airway obstruction,4,1
317124,CHEMBL1373,MODAFINIL,D001289,Attention Deficit Disorder with Hyperactivity,EFO:0003888,attention deficit hyperactivity disorder,4,1
317124,CHEMBL1373,MODAFINIL,D009290,Narcolepsy,MONDO:0016158,narcolepsy-cataplexy syndrome,4,1
317124,CHEMBL1373,MODAFINIL,D009290,Narcolepsy,MONDO:0021107,narcolepsy,4,1
317124,CHEMBL1373,MODAFINIL,D020181,"Sleep Apnea, Obstructive",EFO:0003918,obstructive sleep apnea,4,1
798263,CHEMBL1374379,BENZONATATE,D003371,Cough,HP:0012735,Cough,4,1
799627,CHEMBL1375743,ZIPRASIDONE HYDROCHLORIDE,D001145,"Arrhythmias, Cardiac",EFO:0004269,cardiac arrhythmia,4,1
799627,CHEMBL1375743,ZIPRASIDONE HYDROCHLORIDE,D001523,Mental Disorders,HP:0000713,Agitation,4,1
799627,CHEMBL1375743,ZIPRASIDONE HYDROCHLORIDE,D001714,Bipolar Disorder,EFO:0009963,bipolar I disorder,4,1
799627,CHEMBL1375743,ZIPRASIDONE HYDROCHLORIDE,D001714,Bipolar Disorder,MONDO:0004985,bipolar disorder,4,1
799627,CHEMBL1375743,ZIPRASIDONE HYDROCHLORIDE,D012559,Schizophrenia,MONDO:0005090,schizophrenia,4,1
799627,CHEMBL1375743,ZIPRASIDONE HYDROCHLORIDE,D017180,"Tachycardia, Ventricular",EFO:0005306,ventricular tachycardia,4,1
320522,CHEMBL1377,PROGUANIL,D008288,Malaria,EFO:0001068,malaria,4,1
320810,CHEMBL1378,THIETHYLPERAZINE,D006967,Hypersensitivity,MONDO:0005271,allergic disease,4,1
321964,CHEMBL1382,TOLTERODINE,D011141,Polyuria,HP:0000103,Polyuria,4,1
321964,CHEMBL1382,TOLTERODINE,D014549,Urinary Incontinence,HP:0000020,Urinary incontinence,4,1
325239,CHEMBL1384,KANAMYCIN,D001424,Bacterial Infections,EFO:0000771,bacterial disease,4,1
325239,CHEMBL1384,KANAMYCIN,D015817,Eye Infections,EFO:1001888,eye infection,4,1
328164,CHEMBL1389,LEVONORGESTREL,D008595,Menorrhagia,HP:0000132,Menorrhagia,4,1
29890,CHEMBL139,DICLOFENAC,D001172,"Arthritis, Rheumatoid",EFO:0000685,rheumatoid arthritis,4,1
29890,CHEMBL139,DICLOFENAC,D002386,Cataract,MONDO:0005129,cataract,4,1
29890,CHEMBL139,DICLOFENAC,D004412,Dysmenorrhea,HP:0100607,Dysmenorrhea,4,1
29890,CHEMBL139,DICLOFENAC,D005128,Eye Diseases,EFO:0005752,eye inflammation,4,1
29890,CHEMBL139,DICLOFENAC,D007249,Inflammation,MP:0001845,inflammation,4,1
29890,CHEMBL139,DICLOFENAC,D008881,Migraine Disorders,MONDO:0005277,migraine disorder,4,1
29890,CHEMBL139,DICLOFENAC,D010003,Osteoarthritis,MONDO:0005178,osteoarthritis,4,1
29890,CHEMBL139,DICLOFENAC,D012216,Rheumatic Diseases,EFO:0005755,rheumatic disease,4,1
29890,CHEMBL139,DICLOFENAC,D013180,Sprains and Strains,EFO:0009582,sprain,4,1
29890,CHEMBL139,DICLOFENAC,D018771,Arthralgia,HP:0002829,Arthralgia,4,1
29890,CHEMBL139,DICLOFENAC,D055623,"Keratosis, Actinic",EFO:0002496,actinic keratosis,4,1
29890,CHEMBL139,DICLOFENAC,D055623,"Keratosis, Actinic",EFO:1000720,keratosis,4,1
29890,CHEMBL139,DICLOFENAC,D059787,Acute Pain,EFO:0003843,pain,4,1
29890,CHEMBL139,DICLOFENAC,D063806,Myalgia,HP:0003326,Myalgia,4,1
328201,CHEMBL1393,SPIRONOLACTONE,D000075222,Essential Hypertension,MONDO:0001134,essential hypertension,4,1
328201,CHEMBL1393,SPIRONOLACTONE,D001201,Ascites,HP:0001541,Ascites,4,1
328201,CHEMBL1393,SPIRONOLACTONE,D002318,Cardiovascular Diseases,EFO:0000319,cardiovascular disease,4,1
328201,CHEMBL1393,SPIRONOLACTONE,D004487,Edema,EFO:0009373,edema,4,1
328201,CHEMBL1393,SPIRONOLACTONE,D005355,Fibrosis,EFO:0001422,cirrhosis of liver,4,1
328201,CHEMBL1393,SPIRONOLACTONE,D006333,Heart Failure,EFO:0000373,congestive heart failure,4,1
328201,CHEMBL1393,SPIRONOLACTONE,D006333,Heart Failure,EFO:0003144,heart failure,4,1
328201,CHEMBL1393,SPIRONOLACTONE,D006929,Hyperaldosteronism,HP:0011736,Primary hyperaldosteronism,4,1
328201,CHEMBL1393,SPIRONOLACTONE,D006973,Hypertension,EFO:0000537,hypertension,4,1
328201,CHEMBL1393,SPIRONOLACTONE,D008103,Liver Cirrhosis,HP:0001395,Hepatic fibrosis,4,1
328201,CHEMBL1393,SPIRONOLACTONE,D009203,Myocardial Infarction,EFO:0000612,myocardial infarction,4,1
328201,CHEMBL1393,SPIRONOLACTONE,D009404,Nephrotic Syndrome,EFO:0004255,nephrotic syndrome,4,1
328201,CHEMBL1393,SPIRONOLACTONE,D014115,Toxemia,EFO:0000668,preeclampsia,4,1
228354,CHEMBL139367,PERAMIVIR ANHYDROUS,D014777,Virus Diseases,EFO:0000763,viral disease,4,1
328400,CHEMBL1395,METHYLTESTOSTERONE,D001943,Breast Neoplasms,MONDO:0007254,breast cancer,4,1
328400,CHEMBL1395,METHYLTESTOSTERONE,D007006,Hypogonadism,MONDO:0002146,hypogonadism,4,1
328400,CHEMBL1395,METHYLTESTOSTERONE,D009920,Orchitis,EFO:1001078,orchitis,4,1
334337,CHEMBL1397,POSACONAZOLE,D001228,Aspergillosis,EFO:0007157,aspergillosis,4,1
334337,CHEMBL1397,POSACONAZOLE,D002177,Candidiasis,MONDO:0002026,candidiasis,4,1
334337,CHEMBL1397,POSACONAZOLE,D003047,Coccidioidomycosis,EFO:0007211,coccidioidomycosis,4,1
334337,CHEMBL1397,POSACONAZOLE,D009181,Mycoses,MONDO:0002041,fungal infectious disease,4,1
334337,CHEMBL1397,POSACONAZOLE,D009503,Neutropenia,MONDO:0001475,neutropenia,4,1
822010,CHEMBL1398126,AMILORIDE HYDROCHLORIDE,D001145,"Arrhythmias, Cardiac",EFO:0004269,cardiac arrhythmia,4,1
822010,CHEMBL1398126,AMILORIDE HYDROCHLORIDE,D006333,Heart Failure,EFO:0000373,congestive heart failure,4,1
822010,CHEMBL1398126,AMILORIDE HYDROCHLORIDE,D006973,Hypertension,EFO:0000537,hypertension,4,1
337366,CHEMBL1399,ANASTROZOLE,D001943,Breast Neoplasms,EFO:0000305,breast carcinoma,4,1
337366,CHEMBL1399,ANASTROZOLE,D001943,Breast Neoplasms,EFO:0003869,breast neoplasm,4,1
337366,CHEMBL1399,ANASTROZOLE,D001943,Breast Neoplasms,MONDO:0007254,breast cancer,4,1
337366,CHEMBL1399,ANASTROZOLE,D009369,Neoplasms,EFO:0000616,neoplasm,4,1
337366,CHEMBL1399,ANASTROZOLE,D009369,Neoplasms,MONDO:0004992,cancer,4,1
892,CHEMBL14,CARBACHOL,D002386,Cataract,MONDO:0005129,cataract,4,1
892,CHEMBL14,CARBACHOL,D005901,Glaucoma,MONDO:0005041,glaucoma,4,1
892,CHEMBL14,CARBACHOL,D015877,Miosis,HP:0000616,Miosis,4,1
338934,CHEMBL1401,NITAZOXANIDE,D000562,Amebiasis,EFO:0007144,amebiasis,4,1
338934,CHEMBL1401,NITAZOXANIDE,D003967,Diarrhea,HP:0002014,Diarrhea,4,1
341382,CHEMBL1404,RANOLAZINE,D000787,Angina Pectoris,EFO:0003913,angina pectoris,4,1
341382,CHEMBL1404,RANOLAZINE,D002318,Cardiovascular Diseases,EFO:0000319,cardiovascular disease,4,1
13456,CHEMBL14060,PHENOL,D006560,Herpes Labialis,EFO:1001347,Herpes Labialis,4,1
13456,CHEMBL14060,PHENOL,D006967,Hypersensitivity,MONDO:0005271,allergic disease,4,1
13456,CHEMBL14060,PHENOL,D011537,Pruritus,HP:0000989,Pruritus,4,1
13456,CHEMBL14060,PHENOL,D014648,Varicose Veins,HP:0002619,Varicose veins,4,1
345595,CHEMBL1409,FLUVOXAMINE MALEATE,D009771,Obsessive-Compulsive Disorder,EFO:0004242,obsessive-compulsive disorder,4,1
33986,CHEMBL141,LAMIVUDINE,D001327,Autoimmune Diseases,MONDO:0021094,immunodeficiency disease,4,1
33986,CHEMBL141,LAMIVUDINE,D006505,Hepatitis,HP:0012115,Hepatitis,4,1
33986,CHEMBL141,LAMIVUDINE,D006509,Hepatitis B,EFO:0004197,hepatitis B virus infection,4,1
33986,CHEMBL141,LAMIVUDINE,D007239,Infections,EFO:0000544,infection,4,1
33986,CHEMBL141,LAMIVUDINE,D007249,Inflammation,MP:0001845,inflammation,4,1
33986,CHEMBL141,LAMIVUDINE,D014777,Virus Diseases,EFO:0000763,viral disease,4,1
33986,CHEMBL141,LAMIVUDINE,D015658,HIV Infections,EFO:0000180,HIV-1 infection,4,1
33986,CHEMBL141,LAMIVUDINE,D015658,HIV Infections,EFO:0000764,HIV infection,4,1
33986,CHEMBL141,LAMIVUDINE,D019694,"Hepatitis B, Chronic",EFO:0004197,hepatitis B virus infection,4,1
33986,CHEMBL141,LAMIVUDINE,D019694,"Hepatitis B, Chronic",EFO:0004239,chronic hepatitis B virus infection,4,1
835863,CHEMBL1411979,METHAPYRILENE,D006967,Hypersensitivity,MONDO:0005271,allergic disease,4,1
352917,CHEMBL1412,PIPERAZINE,D006373,Helminthiasis,EFO:1001342,Helminthiasis,4,1
353011,CHEMBL1413,CICLOPIROX,D002177,Candidiasis,MONDO:0002026,candidiasis,4,1
353011,CHEMBL1413,CICLOPIROX,D012628,"Dermatitis, Seborrheic",EFO:1000764,seborrheic dermatitis,4,1
353011,CHEMBL1413,CICLOPIROX,D014008,Tinea Pedis,EFO:0007512,tinea pedis,4,1
353011,CHEMBL1413,CICLOPIROX,D014009,Onychomycosis,EFO:0007510,tinea,4,1
353011,CHEMBL1413,CICLOPIROX,D014009,Onychomycosis,MONDO:0001628,tinea unguium,4,1
838204,CHEMBL1414320,SUXIBUZONE,D018771,Arthralgia,HP:0002829,Arthralgia,4,1
838204,CHEMBL1414320,SUXIBUZONE,D063806,Myalgia,HP:0003326,Myalgia,4,1
840903,CHEMBL1417019,MITOXANTRONE HYDROCHLORIDE,D009103,Multiple Sclerosis,MONDO:0005301,multiple sclerosis,4,1
840903,CHEMBL1417019,MITOXANTRONE HYDROCHLORIDE,D011471,Prostatic Neoplasms,EFO:0000673,prostate adenocarcinoma,4,1
840903,CHEMBL1417019,MITOXANTRONE HYDROCHLORIDE,D011471,Prostatic Neoplasms,MONDO:0008315,prostate cancer,4,1
358192,CHEMBL1419,SIBUTRAMINE,D009765,Obesity,EFO:0001073,obesity,4,1
361469,CHEMBL1421,DASATINIB ANHYDROUS,D009369,Neoplasms,EFO:0000616,neoplasm,4,1
361469,CHEMBL1421,DASATINIB ANHYDROUS,D009369,Neoplasms,EFO:1000654,childhood cancer,4,1
361469,CHEMBL1421,DASATINIB ANHYDROUS,D009369,Neoplasms,MONDO:0004992,cancer,4,1
361469,CHEMBL1421,DASATINIB ANHYDROUS,D015464,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",EFO:0000339,chronic myelogenous leukemia,4,1
361469,CHEMBL1421,DASATINIB ANHYDROUS,D015464,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",EFO:1000131,"Blast Phase Chronic Myelogenous Leukemia, BCR-ABL1 Positive",4,1
361469,CHEMBL1421,DASATINIB ANHYDROUS,D054198,Precursor Cell Lymphoblastic Leukemia-Lymphoma,EFO:0000220,acute lymphoblastic leukemia,4,1
361469,CHEMBL1421,DASATINIB ANHYDROUS,D054198,Precursor Cell Lymphoblastic Leukemia-Lymphoma,EFO:0004289,lymphoid leukemia,4,1
361469,CHEMBL1421,DASATINIB ANHYDROUS,D054198,Precursor Cell Lymphoblastic Leukemia-Lymphoma,MONDO:0000870,childhood acute lymphoblastic leukemia,4,1
361469,CHEMBL1421,DASATINIB ANHYDROUS,D054198,Precursor Cell Lymphoblastic Leukemia-Lymphoma,MONDO:0000873,lymphoblastic lymphoma,4,1
363589,CHEMBL1422,SITAGLIPTIN,D003920,Diabetes Mellitus,EFO:0000400,diabetes mellitus,4,1
364141,CHEMBL1423,PIMOZIDE,D005879,Tourette Syndrome,EFO:0004895,Tourette syndrome,4,1
364141,CHEMBL1423,PIMOZIDE,D011618,Psychotic Disorders,EFO:0005407,psychosis,4,1
364141,CHEMBL1423,PIMOZIDE,D020323,Tics,HP:0100033,Tics,4,1
234541,CHEMBL142703,VILDAGLIPTIN,D003920,Diabetes Mellitus,EFO:0000400,diabetes mellitus,4,1
234541,CHEMBL142703,VILDAGLIPTIN,D003924,"Diabetes Mellitus, Type 2",MONDO:0005148,type 2 diabetes mellitus,4,1
365248,CHEMBL1428,NIMODIPINE,D002318,Cardiovascular Diseases,EFO:0000319,cardiovascular disease,4,1
369179,CHEMBL1430,PENICILLAMINE,D001172,"Arthritis, Rheumatoid",EFO:0000685,rheumatoid arthritis,4,1
369179,CHEMBL1430,PENICILLAMINE,D003555,Cystinuria,MONDO:0009067,cystinuria,4,1
369179,CHEMBL1430,PENICILLAMINE,D006527,Hepatolenticular Degeneration,EFO:0004280,movement disorder,4,1
369179,CHEMBL1430,PENICILLAMINE,D006527,Hepatolenticular Degeneration,MONDO:0010200,Wilson disease,4,1
369179,CHEMBL1430,PENICILLAMINE,D007249,Inflammation,MP:0001845,inflammation,4,1
369179,CHEMBL1430,PENICILLAMINE,D012216,Rheumatic Diseases,EFO:0005755,rheumatic disease,4,1
369179,CHEMBL1430,PENICILLAMINE,D013166,Spondylitis,MONDO:0003937,spondylitis,4,1
369464,CHEMBL1431,METFORMIN,D003920,Diabetes Mellitus,EFO:0000400,diabetes mellitus,4,1
371561,CHEMBL1434,MINOCYCLINE,D000152,Acne Vulgaris,EFO:0003894,acne,4,1
371561,CHEMBL1434,MINOCYCLINE,D001424,Bacterial Infections,EFO:0000771,bacterial disease,4,1
371561,CHEMBL1434,MINOCYCLINE,D007239,Infections,EFO:0000544,infection,4,1
858397,CHEMBL1434513,NOREPINEPHRINE BITARTRATE,D007022,Hypotension,EFO:0002497,acute hypotension,4,1
858397,CHEMBL1434513,NOREPINEPHRINE BITARTRATE,D011051,Poliomyelitis,EFO:0007450,poliomyelitis,4,1
858397,CHEMBL1434513,NOREPINEPHRINE BITARTRATE,D018805,Sepsis,HP:0100806,Sepsis,4,1
371631,CHEMBL1435,CEFAZOLIN,D001424,Bacterial Infections,EFO:0000771,bacterial disease,4,1
371655,CHEMBL1436,CEFUROXIME,D001424,Bacterial Infections,EFO:0000771,bacterial disease,4,1
371655,CHEMBL1436,CEFUROXIME,D015817,Eye Infections,EFO:1001888,eye infection,4,1
372912,CHEMBL1437,NOREPINEPHRINE,D002318,Cardiovascular Diseases,EFO:0000319,cardiovascular disease,4,1
14263,CHEMBL14370,REBOXETINE,D003866,Depressive Disorder,MONDO:0002009,major depressive disorder,4,1
14263,CHEMBL14370,REBOXETINE,D003866,Depressive Disorder,MONDO:0002050,depressive disorder,4,1
13949,CHEMBL14376,ILOPERIDONE,D011618,Psychotic Disorders,EFO:0005407,psychosis,4,1
13949,CHEMBL14376,ILOPERIDONE,D012559,Schizophrenia,MONDO:0005090,schizophrenia,4,1
373856,CHEMBL1439,TAZOBACTAM SODIUM,D000077299,Healthcare-Associated Pneumonia,EFO:0003106,pneumonia,4,1
373856,CHEMBL1439,TAZOBACTAM SODIUM,D000292,Pelvic Inflammatory Disease,EFO:1001388,Pelvic Inflammatory Disease,4,1
373856,CHEMBL1439,TAZOBACTAM SODIUM,D001064,Appendicitis,EFO:0007149,appendicitis,4,1
373856,CHEMBL1439,TAZOBACTAM SODIUM,D002481,Cellulitis,EFO:0003035,cellulitis,4,1
373856,CHEMBL1439,TAZOBACTAM SODIUM,D004716,Endometritis,EFO:1001312,Endometritis,4,1
373856,CHEMBL1439,TAZOBACTAM SODIUM,D010538,Peritonitis,EFO:0008588,peritonitis,4,1
373856,CHEMBL1439,TAZOBACTAM SODIUM,D011014,Pneumonia,EFO:0003106,pneumonia,4,1
373856,CHEMBL1439,TAZOBACTAM SODIUM,D014552,Urinary Tract Infections,EFO:0003103,urinary tract infection,4,1
373856,CHEMBL1439,TAZOBACTAM SODIUM,D017719,Diabetic Foot,EFO:1001459,diabetic foot,4,1
373856,CHEMBL1439,TAZOBACTAM SODIUM,D059413,Intraabdominal Infections,EFO:0000544,infection,4,1
373985,CHEMBL1440,TETRACYCLINE,D001424,Bacterial Infections,EFO:0000771,bacterial disease,4,1
373985,CHEMBL1440,TETRACYCLINE,D007239,Infections,EFO:0000544,infection,4,1
373985,CHEMBL1440,TETRACYCLINE,D015817,Eye Infections,EFO:1001888,eye infection,4,1
374005,CHEMBL1441,ETHIONAMIDE,D014376,Tuberculosis,MONDO:0018076,tuberculosis,4,1
864943,CHEMBL1441059,ALBUTEROL SULFATE,D001249,Asthma,MONDO:0004979,asthma,4,1
864943,CHEMBL1441059,ALBUTEROL SULFATE,D001250,"Asthma, Exercise-Induced",MONDO:0004979,asthma,4,1
864943,CHEMBL1441059,ALBUTEROL SULFATE,D001986,Bronchial Spasm,HP:4000007,Bronchoconstriction,4,1
864943,CHEMBL1441059,ALBUTEROL SULFATE,D001986,Bronchial Spasm,MONDO:0004979,asthma,4,1
864943,CHEMBL1441059,ALBUTEROL SULFATE,D029424,"Pulmonary Disease, Chronic Obstructive",EFO:0000341,chronic obstructive pulmonary disease,4,1
866306,CHEMBL1442422,DIBENZEPIN,D003866,Depressive Disorder,MONDO:0002009,major depressive disorder,4,1
374064,CHEMBL1443,NAFCILLIN,D001424,Bacterial Infections,EFO:0000771,bacterial disease,4,1
374548,CHEMBL1444,LETROZOLE,D001943,Breast Neoplasms,EFO:0000305,breast carcinoma,4,1
374548,CHEMBL1444,LETROZOLE,D001943,Breast Neoplasms,EFO:0003869,breast neoplasm,4,1
374548,CHEMBL1444,LETROZOLE,D001943,Breast Neoplasms,MONDO:0007254,breast cancer,4,1
374548,CHEMBL1444,LETROZOLE,D009369,Neoplasms,EFO:0000616,neoplasm,4,1
374548,CHEMBL1444,LETROZOLE,D009369,Neoplasms,MONDO:0004992,cancer,4,1
377718,CHEMBL1445,FLUOXYMESTERONE,D007006,Hypogonadism,MONDO:0002146,hypogonadism,4,1
377718,CHEMBL1445,FLUOXYMESTERONE,D009369,Neoplasms,EFO:0000616,neoplasm,4,1
377718,CHEMBL1445,FLUOXYMESTERONE,D009920,Orchitis,EFO:1001078,orchitis,4,1
378207,CHEMBL1447,LINCOMYCIN,D001424,Bacterial Infections,EFO:0000771,bacterial disease,4,1
378207,CHEMBL1447,LINCOMYCIN,D009103,Multiple Sclerosis,MONDO:0005301,multiple sclerosis,4,1
378218,CHEMBL1448,NICLOSAMIDE,D006373,Helminthiasis,EFO:1001342,Helminthiasis,4,1
872071,CHEMBL1448187,FLUPHENAZINE HYDROCHLORIDE,D011618,Psychotic Disorders,EFO:0000677,mental or behavioural disorder,4,1
378225,CHEMBL1449,TICARCILLIN,D001424,Bacterial Infections,EFO:0000771,bacterial disease,4,1
378315,CHEMBL1450,ATOVAQUONE,D000562,Amebiasis,EFO:0007144,amebiasis,4,1
378315,CHEMBL1450,ATOVAQUONE,D008288,Malaria,EFO:0001068,malaria,4,1
378315,CHEMBL1450,ATOVAQUONE,D011020,"Pneumonia, Pneumocystis",EFO:0007448,pneumocystosis,4,1
378315,CHEMBL1450,ATOVAQUONE,D016720,Pneumocystis Infections,EFO:0007448,pneumocystosis,4,1
381691,CHEMBL1451,TRIAMCINOLONE,D005128,Eye Diseases,EFO:0005752,eye inflammation,4,1
381691,CHEMBL1451,TRIAMCINOLONE,D006484,Hemorrhoids,EFO:0009552,hemorrhoid,4,1
381691,CHEMBL1451,TRIAMCINOLONE,D008173,"Lung Diseases, Obstructive",HP:0006536,Airway obstruction,4,1
381691,CHEMBL1451,TRIAMCINOLONE,D012871,Skin Diseases,EFO:0000701,skin disease,4,1
381691,CHEMBL1451,TRIAMCINOLONE,D015508,Nasal Obstruction,HP:0001742,Nasal congestion,4,1
876580,CHEMBL1452696,FEPRAZONE,D012216,Rheumatic Diseases,EFO:0005755,rheumatic disease,4,1
876580,CHEMBL1452696,FEPRAZONE,D018771,Arthralgia,HP:0002829,Arthralgia,4,1
876580,CHEMBL1452696,FEPRAZONE,D063806,Myalgia,HP:0003326,Myalgia,4,1
384948,CHEMBL1454,LEVAMISOLE,D006373,Helminthiasis,EFO:1001342,Helminthiasis,4,1
878794,CHEMBL1454910,NITROXOLINE,D001424,Bacterial Infections,EFO:0000771,bacterial disease,4,1
386327,CHEMBL1455,ALTRETAMINE,D009369,Neoplasms,EFO:0000616,neoplasm,4,1
386457,CHEMBL1456,MYCOPHENOLATE MOFETIL,D051799,Delayed Graft Function,,,4,1
388373,CHEMBL1457,HYDROCODONE,D003371,Cough,HP:0012735,Cough,4,1
390877,CHEMBL1460,DIDANOSINE,D014777,Virus Diseases,EFO:0000763,viral disease,4,1
390877,CHEMBL1460,DIDANOSINE,D015658,HIV Infections,EFO:0000764,HIV infection,4,1
244737,CHEMBL146095,GLAFENINE,D005334,Fever,HP:0001945,Fever,4,1
244737,CHEMBL146095,GLAFENINE,D010146,Pain,EFO:0003843,pain,4,1
393942,CHEMBL1463,FLUCYTOSINE,D002177,Candidiasis,MONDO:0002026,candidiasis,4,1
393942,CHEMBL1463,FLUCYTOSINE,D007239,Infections,EFO:0000544,infection,4,1
393942,CHEMBL1463,FLUCYTOSINE,D008581,Meningitis,EFO:0000584,infectious meningitis,4,1
887229,CHEMBL1463345,CANRENONE,D002318,Cardiovascular Diseases,EFO:0000319,cardiovascular disease,4,1
394165,CHEMBL1464,WARFARIN,D013927,Thrombosis,HP:0004419,Recurrent thrombophlebitis,4,1
394165,CHEMBL1464,WARFARIN,D013927,Thrombosis,MONDO:0000831,thrombotic disease,4,1
394229,CHEMBL1465,PHENPROCOUMON,D013927,Thrombosis,HP:0004419,Recurrent thrombophlebitis,4,1
394231,CHEMBL1466,DICUMAROL,D013927,Thrombosis,HP:0004419,Recurrent thrombophlebitis,4,1
395607,CHEMBL1467,ALLOPURINOL,D006073,Gout,EFO:0004274,gout,4,1
395607,CHEMBL1467,ALLOPURINOL,D007938,Leukemia,EFO:0000565,leukemia,4,1
395607,CHEMBL1467,ALLOPURINOL,D008223,Lymphoma,EFO:0000574,lymphoma,4,1
395607,CHEMBL1467,ALLOPURINOL,D009369,Neoplasms,MONDO:0004992,cancer,4,1
395607,CHEMBL1467,ALLOPURINOL,D066066,Response Evaluation Criteria in Solid Tumors,,,4,1
399361,CHEMBL1471,APREPITANT,D009325,Nausea,EFO:0006911,Chemotherapy-induced nausea and vomiting,4,1
399361,CHEMBL1471,APREPITANT,D009325,Nausea,HP:0002018,Nausea,4,1
399361,CHEMBL1471,APREPITANT,D009369,Neoplasms,MONDO:0004992,cancer,4,1
399361,CHEMBL1471,APREPITANT,D014839,Vomiting,HP:0002013,Vomiting,4,1
399361,CHEMBL1471,APREPITANT,D020250,Postoperative Nausea and Vomiting,EFO:0004888,post operative nausea and vomiting,4,1
399361,CHEMBL1471,APREPITANT,D020250,Postoperative Nausea and Vomiting,EFO:0006911,Chemotherapy-induced nausea and vomiting,4,1
399361,CHEMBL1471,APREPITANT,D020250,Postoperative Nausea and Vomiting,HP:0002017,Nausea and vomiting,4,1
896873,CHEMBL1472989,BISOPROLOL FUMARATE,D006973,Hypertension,EFO:0000537,hypertension,4,1
401141,CHEMBL1473,FLUTICASONE PROPIONATE,D001249,Asthma,MONDO:0004979,asthma,4,1
401141,CHEMBL1473,FLUTICASONE PROPIONATE,D003876,"Dermatitis, Atopic",EFO:0000274,atopic eczema,4,1
401141,CHEMBL1473,FLUTICASONE PROPIONATE,D004646,Emphysema,EFO:0000464,emphysema,4,1
401141,CHEMBL1473,FLUTICASONE PROPIONATE,D006255,"Rhinitis, Allergic, Seasonal",EFO:0003956,seasonal allergic rhinitis,4,1
401141,CHEMBL1473,FLUTICASONE PROPIONATE,D006255,"Rhinitis, Allergic, Seasonal",EFO:0005854,allergic rhinitis,4,1
401141,CHEMBL1473,FLUTICASONE PROPIONATE,D008173,"Lung Diseases, Obstructive",HP:0006536,Airway obstruction,4,1
401141,CHEMBL1473,FLUTICASONE PROPIONATE,D009298,Nasal Polyps,EFO:1000391,Nasal Cavity Polyp,4,1
401141,CHEMBL1473,FLUTICASONE PROPIONATE,D009298,Nasal Polyps,HP:0100582,Nasal polyposis,4,1
401141,CHEMBL1473,FLUTICASONE PROPIONATE,D012871,Skin Diseases,EFO:0000701,skin disease,4,1
401141,CHEMBL1473,FLUTICASONE PROPIONATE,D015508,Nasal Obstruction,HP:0001742,Nasal congestion,4,1
401141,CHEMBL1473,FLUTICASONE PROPIONATE,D029424,"Pulmonary Disease, Chronic Obstructive",EFO:0000341,chronic obstructive pulmonary disease,4,1
401141,CHEMBL1473,FLUTICASONE PROPIONATE,D029481,"Bronchitis, Chronic",EFO:0006505,chronic bronchitis,4,1
898773,CHEMBL1474889,CLOBUTINOL,D003371,Cough,HP:0012735,Cough,4,1
402531,CHEMBL1475,TRIOXSALEN,D011565,Psoriasis,EFO:0000676,psoriasis,4,1
403465,CHEMBL1477,CERIVASTATIN,D002318,Cardiovascular Diseases,EFO:0000319,cardiovascular disease,4,1
405364,CHEMBL1479,DANAZOL,D004715,Endometriosis,EFO:0001065,endometriosis,4,1
405364,CHEMBL1479,DANAZOL,D005348,Fibrocystic Breast Disease,EFO:0003014,breast fibrocystic disease,4,1
405365,CHEMBL1480,FELODIPINE,D002318,Cardiovascular Diseases,EFO:0000319,cardiovascular disease,4,1
405365,CHEMBL1480,FELODIPINE,D003920,Diabetes Mellitus,EFO:0000400,diabetes mellitus,4,1
405365,CHEMBL1480,FELODIPINE,D006973,Hypertension,EFO:0000537,hypertension,4,1
405366,CHEMBL1481,GLIMEPIRIDE,D003920,Diabetes Mellitus,EFO:0000400,diabetes mellitus,4,1
405366,CHEMBL1481,GLIMEPIRIDE,D003924,"Diabetes Mellitus, Type 2",MONDO:0005148,type 2 diabetes mellitus,4,1
405366,CHEMBL1481,GLIMEPIRIDE,D003924,"Diabetes Mellitus, Type 2",Orphanet:552,MODY,4,1
406787,CHEMBL1483,ALBENDAZOLE,D006373,Helminthiasis,EFO:1001342,Helminthiasis,4,1
406787,CHEMBL1483,ALBENDAZOLE,D007239,Infections,EFO:0000544,infection,4,1
406787,CHEMBL1483,ALBENDAZOLE,D020019,Neurocysticercosis,EFO:0007231,cysticercosis,4,1
407549,CHEMBL1484,NICARDIPINE,D002318,Cardiovascular Diseases,EFO:0000319,cardiovascular disease,4,1
417163,CHEMBL1486,TENOFOVIR DISOPROXIL FUMARATE,D007239,Infections,EFO:0000544,infection,4,1
417163,CHEMBL1486,TENOFOVIR DISOPROXIL FUMARATE,D008107,Liver Diseases,EFO:0001421,liver disease,4,1
417163,CHEMBL1486,TENOFOVIR DISOPROXIL FUMARATE,D015658,HIV Infections,EFO:0000180,HIV-1 infection,4,1
417163,CHEMBL1486,TENOFOVIR DISOPROXIL FUMARATE,D015658,HIV Infections,EFO:0000764,HIV infection,4,1
417163,CHEMBL1486,TENOFOVIR DISOPROXIL FUMARATE,D019694,"Hepatitis B, Chronic",EFO:0004197,hepatitis B virus infection,4,1
